i_decision,i_fill_m1,i_exit_m1,i_exit_m5,q,scenario,level,stop,target,r_est,lots,fill_px,exit_px,exit_reason,ctx_ema,ctx_vwap,ctx_dxy,extension_vwap,retest,risk_amount,equity_before,equity_after,atr,spread,bars_held,scenario_name,exit_reason_name,m5_close,ts_decision_utc,ts_fill_utc,ts_exit_utc
4110.0,20478.0,20625.0,4140.0,1.0,3.0,2020.0,2018.7326082572824,2030.0,5.5417125867895765,0.14,2020.455,2021.515,4.0,-1.0,-1.0,-1.0,1.0,1.0,24.113484398044875,10286.600322820128,10301.44032282013,0.9447834854351962,0.29,30.0,REV_LONG,SESSION,2020.31,2024-01-22 19:25:00,2024-01-22 19:30:00,2024-01-22 21:57:00
4523.0,22533.0,22570.0,4531.0,-1.0,4.0,2030.0,2032.2659341171084,2020.0,2.5907993821295463,0.15,2028.85,2032.2659341171084,1.0,-1.0,-1.0,1.0,0.0,1.0,51.23901175662695,10301.44032282013,10250.201311063503,1.1918682342166467,0.29,8.0,REV_SHORT,STOP,2028.995,2024-01-24 07:50:00,2024-01-24 07:55:00,2024-01-24 08:32:00
4893.0,24378.0,24429.0,4904.0,1.0,3.0,2020.0,2015.667427954364,2030.0,1.8910466481778176,0.05,2020.625,2015.667427954364,1.0,-1.0,1.0,-1.0,0.0,1.0,24.787860228179852,10250.201311063503,10225.413450835324,2.3651440912717363,0.29,11.0,REV_LONG,STOP,2020.48,2024-01-25 15:40:00,2024-01-25 15:45:00,2024-01-25 16:36:00
5469.0,27248.0,27399.0,5500.0,-1.0,4.0,2030.0,2031.743366637203,2020.0,4.065362160046558,0.22,2029.425,2031.743366637203,1.0,-1.0,-1.0,1.0,0.0,1.0,51.004066018468166,10225.413450835324,10174.409384816856,1.1867332744057197,0.29,31.0,REV_SHORT,STOP,2029.57,2024-01-29 17:40:00,2024-01-29 17:45:00,2024-01-29 20:16:00
6184.0,30808.0,30922.0,6207.0,1.0,3.0,2040.0,2038.4421275360558,2050.0,5.767409574161737,0.14,2040.15,2038.4421275360558,1.0,1.0,-1.0,-1.0,0.0,0.0,23.91021449522077,10174.409384816856,10150.499170321635,1.1957449278885268,0.29,23.0,REV_LONG,STOP,2040.005,2024-02-01 08:15:00,2024-02-01 08:20:00,2024-02-01 10:14:00
6710.0,33428.0,33454.0,6716.0,1.0,3.0,2030.0,2028.6823386409799,2040.0,5.278306961199087,0.14,2030.485,2028.6823386409799,1.0,-1.0,-1.0,-1.0,0.0,0.0,25.237259026280302,10150.499170321635,10125.261911295354,1.025322718040058,0.29,6.0,REV_LONG,STOP,2030.34,2024-02-05 06:05:00,2024-02-05 06:10:00,2024-02-05 06:36:00
7379.0,36763.0,37002.0,7427.0,-1.0,4.0,2040.0,2042.1570188974529,2030.0,3.957962970873099,0.1,2039.705,2035.605,3.0,-1.0,-1.0,-1.0,1.0,1.0,24.520188974529447,10125.261911295354,10166.261911295354,2.1240377949055085,0.29,48.0,REV_SHORT,TIME,2039.85,2024-02-07 15:50:00,2024-02-07 15:55:00,2024-02-07 19:54:00
7641.0,38068.0,38265.0,7681.0,-1.0,4.0,2030.0,2035.1112587205648,2020.0,1.7196823403192454,0.09,2029.555,2035.1112587205648,1.0,1.0,1.0,1.0,0.0,0.0,50.006328485082804,10166.261911295354,10116.255582810272,2.1525174411294605,0.29,40.0,REV_SHORT,STOP,2029.7,2024-02-08 14:40:00,2024-02-08 14:45:00,2024-02-08 18:02:00
8187.0,40788.0,41027.0,8235.0,-1.0,2.0,2020.0,2021.507779571741,2010.0,3.2187351540272275,0.18,2018.78,2018.245,3.0,1.0,1.0,1.0,0.0,1.0,49.100032291336895,10116.255582810272,10125.885582810273,1.5077795717409983,0.29,48.0,BREAK_SHORT,TIME,2018.925,2024-02-12 14:10:00,2024-02-12 14:15:00,2024-02-12 18:14:00
9294.0,46303.0,46341.0,9302.0,-1.0,2.0,2000.0,2001.9820199387518,1990.0,1.7096259412465986,0.11,1997.56,2001.9820199387518,1.0,1.0,1.0,1.0,0.0,0.0,48.642219326270606,10125.885582810273,10077.243363484002,1.9820199387517126,0.29,8.0,BREAK_SHORT,STOP,1997.705,2024-02-16 14:25:00,2024-02-16 14:30:00,2024-02-16 15:08:00
9841.0,49028.0,49267.0,9889.0,-1.0,4.0,2030.0,2031.4491661747495,2020.0,2.792161647312967,0.08,2028.43,2028.7649999999999,3.0,-1.0,-1.0,-1.0,1.0,1.0,24.15332939799555,10077.243363484002,10074.563363484003,1.1083323494989272,0.29,48.0,REV_SHORT,TIME,2028.575,2024-02-20 14:00:00,2024-02-20 14:05:00,2024-02-20 18:04:00
10024.0,49938.0,49966.0,10030.0,1.0,3.0,2030.0,2029.1993282650703,2040.0,9.087752746773676,0.47000000000000003,2030.27,2029.1993282650703,1.0,1.0,1.0,1.0,1.0,1.0,50.3215715416934,10074.563363484003,10024.24179194231,0.6813434698594393,0.29,6.0,REV_LONG,STOP,2030.125,2024-02-21 06:15:00,2024-02-21 06:20:00,2024-02-21 06:48:00
10108.0,50358.0,50359.0,10109.0,1.0,1.0,2030.0,2029.2338313260623,2040.0,5.201107551099384,0.28,2030.97,2029.2338313260623,1.0,1.0,1.0,1.0,0.0,0.0,48.61272287025714,10024.24179194231,9975.629069072053,0.7661686739376663,0.29,1.0,BREAK_LONG,STOP,2030.825,2024-02-21 13:15:00,2024-02-21 13:20:00,2024-02-21 13:21:00
10581.0,52713.0,52716.0,10582.0,-1.0,2.0,2020.0,2020.8057026024537,2010.0,7.537315623358178,0.19,2019.54,2020.8057026024537,1.0,1.0,1.0,-1.0,0.0,0.0,24.048349446621387,9975.629069072053,9951.580719625432,0.8057026024537731,0.29,1.0,BREAK_SHORT,STOP,2019.685,2024-02-23 06:40:00,2024-02-23 06:45:00,2024-02-23 06:48:00
10608.0,52848.0,52948.0,10629.0,-1.0,2.0,2020.0,2020.9607876596185,2010.0,6.377088905444228,0.16,2019.475,2020.9607876596185,1.0,1.0,1.0,-1.0,0.0,0.0,23.77260255389774,9951.580719625432,9927.808117071534,0.9607876596184157,0.29,21.0,BREAK_SHORT,STOP,2019.62,2024-02-23 08:55:00,2024-02-23 09:00:00,2024-02-23 10:40:00
10696.0,53288.0,53438.0,10727.0,1.0,1.0,2030.0,2028.5240113890209,2040.0,1.1111134390165622,0.04,2033.96,2040.0,2.0,1.0,1.0,-1.0,0.0,0.0,21.743954443916664,9927.808117071534,9951.968117071534,1.4759886109791507,0.29,31.0,BREAK_LONG,TARGET,2033.815,2024-02-23 16:15:00,2024-02-23 16:20:00,2024-02-23 18:50:00
11020.0,54903.0,55000.0,11040.0,1.0,1.0,2030.0,2029.265985090894,2040.0,3.1379927584169818,0.19,2031.86,2031.26,4.0,1.0,1.0,1.0,0.0,0.0,49.28628327301226,9951.968117071534,9940.568117071536,0.7340149091061007,0.29,20.0,BREAK_LONG,SESSION,2031.715,2024-02-26 20:15:00,2024-02-26 20:20:00,2024-02-26 21:57:00
11333.0,56458.0,56697.0,11381.0,1.0,3.0,2030.0,2029.304918581831,2040.0,5.833562327180648,0.15,2030.87,2029.765,3.0,-1.0,1.0,-1.0,0.0,1.0,23.476221272532026,9940.568117071536,9923.993117071539,0.4801628363381711,0.29,48.0,REV_LONG,TIME,2030.725,2024-02-28 00:20:00,2024-02-28 00:25:00,2024-02-28 04:24:00
12853.0,64033.0,64174.0,12882.0,1.0,1.0,2130.0,2128.907409293791,2140.0,2.808496223846629,0.17,2131.82,2140.0,2.0,1.0,1.0,1.0,0.0,0.0,49.51404200555908,9923.993117071539,10063.053117071537,1.0925907062090103,0.29,29.0,BREAK_LONG,TARGET,2131.675,2024-03-06 12:00:00,2024-03-06 12:05:00,2024-03-06 14:26:00
13142.0,65473.0,65564.0,13161.0,-1.0,4.0,2160.0,2165.6214593354975,2150.0,1.1572253066341942,0.03,2158.38,2150.0,2.0,-1.0,-1.0,-1.0,0.0,0.0,21.724378006492316,10063.053117071537,10088.193117071536,1.6429186709943457,0.29,19.0,REV_SHORT,TARGET,2158.525,2024-03-07 13:05:00,2024-03-07 13:10:00,2024-03-07 14:41:00
13527.0,67388.0,67456.0,13541.0,-1.0,4.0,2180.0,2181.6089372584356,2170.0,4.764299364247291,0.12,2179.595,2181.6089372584356,1.0,-1.0,0.0,-1.0,0.0,1.0,24.167247101229805,10088.193117071536,10064.025869970306,1.0378745168711174,0.29,14.0,REV_SHORT,STOP,2179.74,2024-03-10 22:10:00,2024-03-10 22:15:00,2024-03-10 23:23:00
13669.0,68098.0,68310.0,13712.0,-1.0,4.0,2180.0,2182.29483854908,2170.0,3.947942615278558,0.1,2179.81,2182.29483854908,1.0,-1.0,1.0,-1.0,0.0,1.0,24.848385490799956,10064.025869970306,10039.177484479507,1.3296770981594783,0.29,43.0,REV_SHORT,STOP,2179.955,2024-03-11 10:00:00,2024-03-11 10:05:00,2024-03-11 13:37:00
13751.0,68508.0,68596.0,13769.0,1.0,3.0,2180.0,2177.8332550274126,2190.0,2.1961019349079822,0.13,2181.64,2177.8332550274126,1.0,1.0,1.0,1.0,0.0,0.0,49.48768464363411,10039.177484479507,9989.689799835873,1.5734899451747137,0.29,18.0,REV_LONG,STOP,2181.495,2024-03-11 16:50:00,2024-03-11 16:55:00,2024-03-11 18:23:00
13853.0,69013.0,69044.0,13860.0,1.0,3.0,2180.0,2179.222250847002,2190.0,6.96729321849129,0.36,2180.575,2179.222250847002,1.0,1.0,-1.0,1.0,0.0,0.0,48.698969507913716,9989.689799835873,9940.990830327959,0.9254983059958659,0.29,7.0,REV_LONG,STOP,2180.43,2024-03-12 02:20:00,2024-03-12 02:25:00,2024-03-12 02:56:00
14082.0,70153.0,70392.0,14130.0,-1.0,4.0,2160.0,2162.1353163490617,2150.0,3.2876183621961896,0.17,2159.305,2159.995,3.0,1.0,0.0,1.0,0.0,0.0,48.11537793405114,9940.990830327959,9929.260830327958,1.2106326981233628,0.29,48.0,REV_SHORT,TIME,2159.45,2024-03-12 22:25:00,2024-03-12 22:30:00,2024-03-13 02:29:00
14807.0,73768.0,73803.0,14815.0,1.0,3.0,2160.0,2156.6331899450556,2170.0,1.7779172291326828,0.05,2161.445,2156.6331899450556,1.0,-1.0,-1.0,-1.0,1.0,1.0,24.059050274722722,9929.260830327958,9905.201780053234,1.9736201098889388,0.29,8.0,REV_LONG,STOP,2161.3,2024-03-15 12:50:00,2024-03-15 12:55:00,2024-03-15 13:30:00
14846.0,73963.0,74009.0,14856.0,1.0,3.0,2160.0,2157.86372118128,2170.0,1.991973520831551,0.06,2161.92,2157.86372118128,1.0,-1.0,-1.0,-1.0,0.0,1.0,24.337672912319245,9905.201780053234,9880.864107140915,2.102557637439506,0.29,10.0,REV_LONG,STOP,2161.775,2024-03-15 16:05:00,2024-03-15 16:10:00,2024-03-15 16:56:00
