i_decision,i_fill_m1,i_exit_m1,i_exit_m5,q,scenario,level,stop,target,r_est,lots,fill_px,exit_px,exit_reason,ctx_ema,ctx_vwap,ctx_dxy,extension_vwap,retest,risk_amount,equity_before,equity_after,atr,spread,bars_held,scenario_name,exit_reason_name,m5_close,ts_decision_utc,ts_fill_utc,ts_exit_utc
4522.0,22532.0,22569.0,4530.0,-1.0,4.0,2030.0,2032.2659341171084,2020.0,2.5907993821295463,0.15,2028.85,2032.2659341171084,1.0,-1.0,-1.0,1.0,0.0,1.0,51.23901175662695,10363.667562646862,10312.428550890236,1.1918682342166467,0.29,8.0,REV_SHORT,STOP,2028.995,2024-01-24 07:50:00,2024-01-24 07:55:00,2024-01-24 08:32:00
4892.0,24377.0,24428.0,4903.0,1.0,3.0,2020.0,2015.667427954364,2030.0,1.8910466481778176,0.05,2020.625,2015.667427954364,1.0,-1.0,1.0,-1.0,0.0,1.0,24.787860228179852,10312.428550890236,10287.640690662056,2.3651440912717363,0.29,11.0,REV_LONG,STOP,2020.48,2024-01-25 15:40:00,2024-01-25 15:45:00,2024-01-25 16:36:00
5468.0,27247.0,27398.0,5499.0,-1.0,4.0,2030.0,2031.743366637203,2020.0,4.065362160046558,0.22,2029.425,2031.743366637203,1.0,-1.0,-1.0,1.0,0.0,1.0,51.004066018468166,10287.640690662056,10236.636624643588,1.1867332744057197,0.29,31.0,REV_SHORT,STOP,2029.57,2024-01-29 17:40:00,2024-01-29 17:45:00,2024-01-29 20:16:00
6183.0,30807.0,30921.0,6206.0,1.0,3.0,2040.0,2038.4421275360558,2050.0,5.767409574161737,0.14,2040.15,2038.4421275360558,1.0,1.0,-1.0,-1.0,0.0,0.0,23.91021449522077,10236.636624643588,10212.726410148367,1.1957449278885268,0.29,23.0,REV_LONG,STOP,2040.005,2024-02-01 08:15:00,2024-02-01 08:20:00,2024-02-01 10:14:00
6709.0,33427.0,33453.0,6715.0,1.0,3.0,2030.0,2028.6823386409799,2040.0,5.278306961199087,0.14,2030.485,2028.6823386409799,1.0,-1.0,-1.0,-1.0,0.0,0.0,25.237259026280302,10212.726410148367,10187.489151122087,1.025322718040058,0.29,6.0,REV_LONG,STOP,2030.34,2024-02-05 06:05:00,2024-02-05 06:10:00,2024-02-05 06:36:00
7378.0,36762.0,37001.0,7426.0,-1.0,4.0,2040.0,2042.1570188974529,2030.0,3.957962970873099,0.1,2039.705,2035.605,3.0,-1.0,-1.0,-1.0,1.0,1.0,24.520188974529447,10187.489151122087,10228.489151122085,2.1240377949055085,0.29,48.0,REV_SHORT,TIME,2039.85,2024-02-07 15:50:00,2024-02-07 15:55:00,2024-02-07 19:54:00
7640.0,38067.0,38264.0,7680.0,-1.0,4.0,2030.0,2035.1112587205648,2020.0,1.7196823403192454,0.09,2029.555,2035.1112587205648,1.0,1.0,1.0,1.0,0.0,0.0,50.006328485082804,10228.489151122085,10178.482822637003,2.1525174411294605,0.29,40.0,REV_SHORT,STOP,2029.7,2024-02-08 14:40:00,2024-02-08 14:45:00,2024-02-08 18:02:00
8186.0,40787.0,41026.0,8234.0,-1.0,2.0,2020.0,2021.507779571741,2010.0,3.2187351540272275,0.18,2018.78,2018.245,3.0,1.0,1.0,1.0,0.0,1.0,49.100032291336895,10178.482822637003,10188.112822637004,1.5077795717409983,0.29,48.0,BREAK_SHORT,TIME,2018.925,2024-02-12 14:10:00,2024-02-12 14:15:00,2024-02-12 18:14:00
9293.0,46302.0,46340.0,9301.0,-1.0,2.0,2000.0,2001.9820199387518,1990.0,1.7096259412465986,0.11,1997.56,2001.9820199387518,1.0,1.0,1.0,1.0,0.0,0.0,48.642219326270606,10188.112822637004,10139.470603310732,1.9820199387517126,0.29,8.0,BREAK_SHORT,STOP,1997.705,2024-02-16 14:25:00,2024-02-16 14:30:00,2024-02-16 15:08:00
9840.0,49027.0,49266.0,9888.0,-1.0,4.0,2030.0,2031.4491661747495,2020.0,2.792161647312967,0.08,2028.43,2028.7649999999999,3.0,-1.0,-1.0,-1.0,1.0,1.0,24.15332939799555,10139.470603310732,10136.790603310734,1.1083323494989272,0.29,48.0,REV_SHORT,TIME,2028.575,2024-02-20 14:00:00,2024-02-20 14:05:00,2024-02-20 18:04:00
10023.0,49937.0,49965.0,10029.0,1.0,3.0,2030.0,2029.1993282650703,2040.0,9.087752746773676,0.47000000000000003,2030.27,2029.1993282650703,1.0,1.0,1.0,1.0,1.0,1.0,50.3215715416934,10136.790603310734,10086.46903176904,0.6813434698594393,0.29,6.0,REV_LONG,STOP,2030.125,2024-02-21 06:15:00,2024-02-21 06:20:00,2024-02-21 06:48:00
10107.0,50357.0,50358.0,10108.0,1.0,1.0,2030.0,2029.2338313260623,2040.0,5.201107551099384,0.29,2030.97,2029.2338313260623,1.0,1.0,1.0,1.0,0.0,0.0,50.348891544194885,10086.46903176904,10036.120140224844,0.7661686739376663,0.29,1.0,BREAK_LONG,STOP,2030.825,2024-02-21 13:15:00,2024-02-21 13:20:00,2024-02-21 13:21:00
10580.0,52712.0,52715.0,10581.0,-1.0,2.0,2020.0,2020.8057026024537,2010.0,7.537315623358178,0.19,2019.54,2020.8057026024537,1.0,1.0,1.0,-1.0,0.0,0.0,24.048349446621387,10036.120140224844,10012.071790778224,0.8057026024537731,0.29,1.0,BREAK_SHORT,STOP,2019.685,2024-02-23 06:40:00,2024-02-23 06:45:00,2024-02-23 06:48:00
10607.0,52847.0,52947.0,10628.0,-1.0,2.0,2020.0,2020.9607876596185,2010.0,6.377088905444228,0.16,2019.475,2020.9607876596185,1.0,1.0,1.0,-1.0,0.0,0.0,23.77260255389774,10012.071790778224,9988.299188224326,0.9607876596184157,0.29,21.0,BREAK_SHORT,STOP,2019.62,2024-02-23 08:55:00,2024-02-23 09:00:00,2024-02-23 10:40:00
10695.0,53287.0,53437.0,10726.0,1.0,1.0,2030.0,2028.5240113890209,2040.0,1.1111134390165622,0.04,2033.96,2040.0,2.0,1.0,1.0,-1.0,0.0,0.0,21.743954443916664,9988.299188224326,10012.459188224326,1.4759886109791507,0.29,31.0,BREAK_LONG,TARGET,2033.815,2024-02-23 16:15:00,2024-02-23 16:20:00,2024-02-23 18:50:00
11019.0,54902.0,54999.0,11039.0,1.0,1.0,2030.0,2029.265985090894,2040.0,3.1379927584169818,0.19,2031.86,2031.26,4.0,1.0,1.0,1.0,0.0,0.0,49.28628327301226,10012.459188224326,10001.059188224328,0.7340149091061007,0.29,20.0,BREAK_LONG,SESSION,2031.715,2024-02-26 20:15:00,2024-02-26 20:20:00,2024-02-26 21:57:00
11332.0,56457.0,56696.0,11380.0,1.0,3.0,2030.0,2029.304918581831,2040.0,5.833562327180648,0.15,2030.87,2029.765,3.0,-1.0,1.0,-1.0,0.0,1.0,23.476221272532026,10001.059188224328,9984.48418822433,0.4801628363381711,0.29,48.0,REV_LONG,TIME,2030.725,2024-02-28 00:20:00,2024-02-28 00:25:00,2024-02-28 04:24:00
12852.0,64032.0,64173.0,12881.0,1.0,1.0,2130.0,2128.907409293791,2140.0,2.808496223846629,0.17,2131.82,2140.0,2.0,1.0,1.0,1.0,0.0,0.0,49.51404200555908,9984.48418822433,10123.544188224329,1.0925907062090103,0.29,29.0,BREAK_LONG,TARGET,2131.675,2024-03-06 12:00:00,2024-03-06 12:05:00,2024-03-06 14:26:00
13141.0,65472.0,65563.0,13160.0,-1.0,4.0,2160.0,2165.6214593354975,2150.0,1.1572253066341942,0.03,2158.38,2150.0,2.0,-1.0,-1.0,-1.0,0.0,0.0,21.724378006492316,10123.544188224329,10148.684188224328,1.6429186709943457,0.29,19.0,REV_SHORT,TARGET,2158.525,2024-03-07 13:05:00,2024-03-07 13:10:00,2024-03-07 14:41:00
13526.0,67387.0,67455.0,13540.0,-1.0,4.0,2180.0,2181.6089372584356,2170.0,4.764299364247291,0.12,2179.595,2181.6089372584356,1.0,-1.0,0.0,-1.0,0.0,1.0,24.167247101229805,10148.684188224328,10124.516941123098,1.0378745168711174,0.29,14.0,REV_SHORT,STOP,2179.74,2024-03-10 22:10:00,2024-03-10 22:15:00,2024-03-10 23:23:00
13668.0,68097.0,68309.0,13711.0,-1.0,4.0,2180.0,2182.29483854908,2170.0,3.947942615278558,0.1,2179.81,2182.29483854908,1.0,-1.0,1.0,-1.0,0.0,1.0,24.848385490799956,10124.516941123098,10099.6685556323,1.3296770981594783,0.29,43.0,REV_SHORT,STOP,2179.955,2024-03-11 10:00:00,2024-03-11 10:05:00,2024-03-11 13:37:00
13750.0,68507.0,68595.0,13768.0,1.0,3.0,2180.0,2177.8332550274126,2190.0,2.1961019349079822,0.13,2181.64,2177.8332550274126,1.0,1.0,1.0,1.0,0.0,0.0,49.48768464363411,10099.6685556323,10050.180870988665,1.5734899451747137,0.29,18.0,REV_LONG,STOP,2181.495,2024-03-11 16:50:00,2024-03-11 16:55:00,2024-03-11 18:23:00
13852.0,69012.0,69043.0,13859.0,1.0,3.0,2180.0,2179.222250847002,2190.0,6.96729321849129,0.37,2180.575,2179.222250847002,1.0,1.0,-1.0,1.0,0.0,0.0,50.05171866091131,10050.180870988665,10000.129152327754,0.9254983059958659,0.29,7.0,REV_LONG,STOP,2180.43,2024-03-12 02:20:00,2024-03-12 02:25:00,2024-03-12 02:56:00
14081.0,70152.0,70391.0,14129.0,-1.0,4.0,2160.0,2162.1353163490617,2150.0,3.2876183621961896,0.17,2159.305,2159.995,3.0,1.0,0.0,1.0,0.0,0.0,48.11537793405114,10000.129152327754,9988.399152327753,1.2106326981233628,0.29,48.0,REV_SHORT,TIME,2159.45,2024-03-12 22:25:00,2024-03-12 22:30:00,2024-03-13 02:29:00
14806.0,73767.0,73802.0,14814.0,1.0,3.0,2160.0,2156.6331899450556,2170.0,1.7779172291326828,0.05,2161.445,2156.6331899450556,1.0,-1.0,-1.0,-1.0,1.0,1.0,24.059050274722722,9988.399152327753,9964.34010205303,1.9736201098889388,0.29,8.0,REV_LONG,STOP,2161.3,2024-03-15 12:50:00,2024-03-15 12:55:00,2024-03-15 13:30:00
14845.0,73962.0,74008.0,14855.0,1.0,3.0,2160.0,2157.86372118128,2170.0,1.991973520831551,0.06,2161.92,2157.86372118128,1.0,-1.0,-1.0,-1.0,0.0,1.0,24.337672912319245,9964.34010205303,9940.00242914071,2.102557637439506,0.29,10.0,REV_LONG,STOP,2161.775,2024-03-15 16:05:00,2024-03-15 16:10:00,2024-03-15 16:56:00
14964.0,74552.0,74791.0,15012.0,-1.0,2.0,2150.0,2151.212090599952,2140.0,2.310242306512461,0.14,2147.825,2147.745,3.0,1.0,1.0,1.0,0.0,0.0,47.419268399327855,9940.00242914071,9941.122429140709,1.2120905999517608,0.29,48.0,BREAK_SHORT,TIME,2147.97,2024-03-18 03:00:00,2024-03-18 03:05:00,2024-03-18 07:04:00
15262.0,76037.0,76046.0,15264.0,1.0,3.0,2160.0,2159.2673597260064,2170.0,11.023477526930023,0.27,2160.16,2159.2673597260064,1.0,1.0,-1.0,-1.0,0.0,0.0,24.101287397824308,9941.122429140709,9917.021141742884,0.8152805479879266,0.29,2.0,REV_LONG,STOP,2160.015,2024-03-19 04:50:00,2024-03-19 04:55:00,2024-03-19 05:04:00
15708.0,78262.0,78281.0,15712.0,-1.0,4.0,2180.0,2186.015510946754,2170.0,1.3919774120477695,0.03,2179.32,2186.015510946754,1.0,-1.0,-1.0,-1.0,1.0,1.0,20.086532840261953,9917.021141742884,9896.934608902622,4.371021893508683,0.29,4.0,REV_SHORT,STOP,2179.465,2024-03-20 19:00:00,2024-03-20 19:05:00,2024-03-20 19:24:00
15882.0,79127.0,79302.0,15918.0,-1.0,4.0,2210.0,2212.759225110941,2200.0,3.341016638517082,0.08,2209.82,2200.0,2.0,-1.0,-1.0,-1.0,0.0,1.0,23.513800887525576,9896.934608902622,9975.494608902623,1.7984502218812437,0.29,36.0,REV_SHORT,TARGET,2209.965,2024-03-21 10:30:00,2024-03-21 10:35:00,2024-03-21 13:30:00
16218.0,80802.0,80910.0,16240.0,-1.0,2.0,2170.0,2172.1733056340554,2160.0,2.230445408684977,0.13,2168.405,2160.0,2.0,1.0,1.0,1.0,0.0,1.0,48.987973242717544,9975.494608902623,10084.759608902626,2.1733056340555126,0.29,22.0,BREAK_SHORT,TARGET,2168.55,2024-03-22 15:30:00,2024-03-22 15:35:00,2024-03-22 17:23:00
16473.0,82072.0,82311.0,16521.0,-1.0,4.0,2180.0,2182.3795624402655,2170.0,1.1951281808457324,0.08,2176.7400000000002,2174.7,3.0,-1.0,-1.0,1.0,1.0,0.0,45.11649952212247,10084.759608902626,10101.07960890263,1.9391248805311616,0.29,48.0,REV_SHORT,TIME,2176.885,2024-03-25 13:45:00,2024-03-25 13:50:00,2024-03-25 17:49:00
16861.0,84002.0,84186.0,16898.0,-1.0,4.0,2180.0,2180.601515731708,2170.0,7.337699225685042,0.39,2179.33,2180.601515731708,1.0,-1.0,-1.0,1.0,0.0,0.0,49.58911353661006,10101.07960890263,10051.490495366019,0.6830314634151544,0.29,37.0,REV_SHORT,STOP,2179.475,2024-03-27 00:05:00,2024-03-27 00:10:00,2024-03-27 03:14:00
17337.0,86377.0,86412.0,17345.0,1.0,1.0,2220.0,2217.483961050521,2230.0,2.108772445209279,0.06,2221.5099999999998,2217.483961050521,1.0,1.0,1.0,-1.0,0.0,0.0,24.156233696872732,10051.490495366019,10027.334261669146,2.5160389494788573,0.29,8.0,BREAK_LONG,STOP,2221.365,2024-03-28 16:45:00,2024-03-28 16:50:00,2024-03-28 17:25:00
17667.0,88017.0,88100.0,17684.0,-1.0,4.0,2240.0,2243.977792132024,2230.0,2.3699355433230105,0.06,2239.83,2243.977792132024,1.0,-1.0,0.0,-1.0,0.0,1.0,24.886752792145668,10027.334261669146,10002.447508877001,1.3955842640480767,0.29,17.0,REV_SHORT,STOP,2239.975,2024-03-31 22:15:00,2024-03-31 22:20:00,2024-03-31 23:43:00
17772.0,88542.0,88587.0,17782.0,1.0,3.0,2260.0,2258.526914297802,2270.0,5.96146182622305,0.15,2260.175,2258.526914297802,1.0,1.0,1.0,-1.0,1.0,0.0,24.7212855329758,10002.447508877001,9977.726223344025,1.5061714043972616,0.29,10.0,REV_LONG,STOP,2260.03,2024-04-01 07:00:00,2024-04-01 07:05:00,2024-04-01 07:50:00
18143.0,90392.0,90418.0,18149.0,1.0,3.0,2260.0,2255.1998457453883,2270.0,1.5694024153541115,0.08,2260.96,2255.1998457453883,1.0,1.0,1.0,1.0,0.0,0.0,46.081234036893875,9977.726223344025,9931.644989307131,4.200308509223576,0.29,6.0,REV_LONG,STOP,2260.815,2024-04-02 14:55:00,2024-04-02 15:00:00,2024-04-02 15:26:00
18184.0,90597.0,90725.0,18210.0,1.0,1.0,2270.0,2267.715345483334,2280.0,3.2292997140215935,0.17,2270.62,2280.0,2.0,1.0,1.0,1.0,0.0,1.0,49.379126783316686,9931.644989307131,10091.104989307132,2.284654516665939,0.29,26.0,BREAK_LONG,TARGET,2270.475,2024-04-02 18:20:00,2024-04-02 18:25:00,2024-04-02 20:33:00
18580.0,92567.0,92806.0,18628.0,-1.0,4.0,2300.0,2301.2462748027497,2290.0,2.626339333998493,0.08,2298.145,2293.24,3.0,-1.0,1.0,-1.0,0.0,1.0,24.810198421997484,10091.104989307132,10130.344989307134,0.9925496054997678,0.29,48.0,REV_SHORT,TIME,2298.29,2024-04-04 05:20:00,2024-04-04 05:25:00,2024-04-04 09:24:00
18678.0,93057.0,93083.0,18684.0,-1.0,4.0,2290.0,2292.358432459453,2280.0,1.0483253177202139,0.04,2286.325,2292.358432459453,1.0,-1.0,1.0,-1.0,1.0,0.0,24.133729837813007,10130.344989307134,10106.21125946932,2.316864918906705,0.29,6.0,REV_SHORT,STOP,2286.47,2024-04-04 13:30:00,2024-04-04 13:35:00,2024-04-04 14:01:00
18889.0,94107.0,94199.0,18908.0,-1.0,4.0,2290.0,2292.2449679726365,2280.0,3.8020085365922687,0.09,2289.695,2292.2449679726365,1.0,-1.0,-1.0,-1.0,1.0,1.0,22.94971175372666,10106.21125946932,10083.261547715594,2.1299359452731115,0.29,19.0,REV_SHORT,STOP,2289.84,2024-04-05 08:05:00,2024-04-05 08:10:00,2024-04-05 09:42:00
19133.0,95322.0,95324.0,19134.0,1.0,3.0,2340.0,2337.1816359122686,2350.0,1.8559100458826667,0.05,2341.67,2337.1816359122686,1.0,1.0,1.0,-1.0,1.0,1.0,22.44182043865749,10083.261547715594,10060.819727276936,2.436728175462687,0.29,1.0,REV_LONG,STOP,2341.525,2024-04-08 05:25:00,2024-04-08 05:30:00,2024-04-08 05:32:00
19197.0,95642.0,95655.0,19200.0,1.0,1.0,2340.0,2338.036339325474,2350.0,1.1426195773513028,0.04,2343.62,2338.036339325474,1.0,1.0,1.0,-1.0,0.0,0.0,22.33464269810429,10060.819727276936,10038.485084578831,1.963660674526339,0.29,3.0,BREAK_LONG,STOP,2343.475,2024-04-08 10:45:00,2024-04-08 10:50:00,2024-04-08 11:03:00
19239.0,95852.0,95898.0,19249.0,1.0,3.0,2320.0,2316.6858004305805,2330.0,1.397141010691386,0.09,2322.24,2330.0,2.0,1.0,-1.0,1.0,0.0,0.0,49.98779612477392,10038.485084578831,10108.325084578833,4.10839913883869,0.29,10.0,REV_LONG,TARGET,2322.095,2024-04-08 14:15:00,2024-04-08 14:20:00,2024-04-08 15:06:00
19522.0,97262.0,97318.0,19534.0,1.0,3.0,2350.0,2343.035240466099,2360.0,1.0257010921003613,0.06,2351.41,2343.035240466099,1.0,1.0,1.0,1.0,0.0,1.0,50.24855720340565,10108.325084578833,10058.076527375428,4.359519067802789,0.29,12.0,REV_LONG,STOP,2351.265,2024-04-09 14:50:00,2024-04-09 14:55:00,2024-04-09 15:51:00
19646.0,97877.0,97894.0,19650.0,-1.0,4.0,2350.0,2351.6738979903316,2340.0,4.225797257017457,0.11,2349.44,2351.6738979903316,1.0,-1.0,1.0,-1.0,0.0,1.0,24.572877893647274,10058.076527375428,10033.50364948178,1.6677959806631304,0.29,4.0,REV_SHORT,STOP,2349.585,2024-04-10 02:10:00,2024-04-10 02:15:00,2024-04-10 02:32:00
19912.0,99202.0,99231.0,19918.0,-1.0,4.0,2340.0,2342.211054247844,2330.0,3.6061125523079847,0.18,2339.56,2342.211054247844,1.0,1.0,-1.0,1.0,0.0,1.0,47.71897646119305,10033.50364948178,9985.784673020586,1.6821084956885186,0.29,6.0,REV_SHORT,STOP,2339.705,2024-04-11 01:20:00,2024-04-11 01:25:00,2024-04-11 01:54:00
20052.0,99902.0,99915.0,20055.0,-1.0,4.0,2340.0,2344.199508125312,2330.0,2.257135373338902,0.11,2339.84,2344.199508125312,1.0,-1.0,-1.0,1.0,0.0,1.0,47.95458937843205,9985.784673020586,9937.830083642153,2.7690162506238836,0.29,3.0,REV_SHORT,STOP,2339.985,2024-04-11 13:00:00,2024-04-11 13:05:00,2024-04-11 13:18:00
20116.0,100222.0,100301.0,20132.0,1.0,1.0,2360.0,2357.665481176712,2370.0,1.4211351947322803,0.04,2362.7599999999998,2370.0,2.0,1.0,1.0,-1.0,0.0,0.0,20.378075293150687,9937.830083642153,9966.790083642154,2.334518823287885,0.29,16.0,BREAK_LONG,TARGET,2362.615,2024-04-11 18:20:00,2024-04-11 18:25:00,2024-04-11 19:44:00
20476.0,102012.0,102251.0,20524.0,-1.0,4.0,2360.0,2366.6643348802495,2350.0,1.4136046656601036,0.07,2359.76,2359.83,3.0,1.0,-1.0,1.0,0.0,1.0,48.33034416174497,9966.790083642154,9966.300083642156,3.6886697604983683,0.29,48.0,REV_SHORT,TIME,2359.905,2024-04-15 02:20:00,2024-04-15 02:25:00,2024-04-15 06:24:00
20553.0,102397.0,102408.0,20556.0,-1.0,2.0,2350.0,2352.677539458842,2340.0,2.0130530165794718,0.11,2348.47,2352.677539458842,1.0,1.0,1.0,1.0,0.0,0.0,46.282934047265826,9966.300083642156,9920.01714959489,2.677539458842111,0.29,3.0,BREAK_SHORT,STOP,2348.615,2024-04-15 08:45:00,2024-04-15 08:50:00,2024-04-15 09:01:00
20604.0,102652.0,102685.0,20611.0,-1.0,4.0,2360.0,2362.538826308395,2350.0,1.4859750399264968,0.09,2357.495,2350.0,2.0,1.0,-1.0,1.0,0.0,0.0,45.39443677555664,9920.01714959489,9987.472149594889,2.717652616790564,0.29,7.0,REV_SHORT,TARGET,2357.64,2024-04-15 13:00:00,2024-04-15 13:05:00,2024-04-15 13:38:00
20627.0,102767.0,102868.0,20648.0,-1.0,4.0,2350.0,2355.4156923836535,2340.0,1.5393631252281155,0.08,2349.345,2355.4156923836535,1.0,1.0,1.0,1.0,0.0,0.0,48.56553906923,9987.472149594889,9938.906610525659,5.721384767307033,0.29,21.0,REV_SHORT,STOP,2349.49,2024-04-15 14:55:00,2024-04-15 15:00:00,2024-04-15 16:41:00
20894.0,104097.0,104105.0,20896.0,1.0,3.0,2370.0,2363.5643484742686,2380.0,1.4768708034167395,0.03,2370.2,2363.5643484742686,1.0,1.0,-1.0,-1.0,0.0,0.0,19.906954577193574,9938.906610525659,9918.999655948464,3.921303051462961,0.29,2.0,REV_LONG,STOP,2370.055,2024-04-16 14:10:00,2024-04-16 14:15:00,2024-04-16 14:23:00
21105.0,105147.0,105231.0,21122.0,1.0,1.0,2390.0,2388.1166559642256,2400.0,3.0789360576204214,0.08,2391.03,2388.1166559642256,1.0,1.0,1.0,-1.0,0.0,1.0,23.30675228619657,9918.999655948464,9895.692903662268,1.8833440357742905,0.29,17.0,BREAK_LONG,STOP,2390.885,2024-04-17 08:45:00,2024-04-17 08:50:00,2024-04-17 10:14:00
21153.0,105387.0,105427.0,21162.0,1.0,3.0,2380.0,2377.25654915426,2390.0,1.7267754099428498,0.05,2381.93,2390.0,2.0,1.0,-1.0,-1.0,0.0,0.0,23.367254228699043,9895.692903662268,9936.042903662268,2.226901691479366,0.29,9.0,REV_LONG,TARGET,2381.785,2024-04-17 12:45:00,2024-04-17 12:50:00,2024-04-17 13:30:00
21442.0,106827.0,106863.0,21450.0,1.0,3.0,2380.0,2374.535679206169,2390.0,1.6103111786137028,0.08,2380.46,2374.535679206169,1.0,1.0,1.0,1.0,0.0,0.0,47.39456635064926,9936.042903662268,9888.648337311619,4.038641587662351,0.29,8.0,REV_LONG,STOP,2380.315,2024-04-18 13:50:00,2024-04-18 13:55:00,2024-04-18 14:31:00
21567.0,107447.0,107448.0,21568.0,-1.0,4.0,2390.0,2393.805268157549,2380.0,2.4597344370030183,0.12,2389.815,2393.805268157549,1.0,-1.0,-1.0,1.0,1.0,0.0,47.88321789058864,9888.648337311619,9840.76511942103,2.2105363150985013,0.29,1.0,REV_SHORT,STOP,2389.96,2024-04-19 01:15:00,2024-04-19 01:20:00,2024-04-19 01:21:00
21631.0,107767.0,107786.0,21635.0,1.0,3.0,2380.0,2377.7633574434194,2390.0,2.2573348068863788,0.06,2381.52,2390.0,2.0,-1.0,-1.0,-1.0,0.0,0.0,22.539855339483434,9840.76511942103,9891.64511942103,2.7632851131611376,0.29,4.0,REV_LONG,TARGET,2381.375,2024-04-19 06:35:00,2024-04-19 06:40:00,2024-04-19 06:59:00
