target_vol_is,max_lev_is,vol_floor_is,cagr_pct_is,equity_dd_pct_is,sharpe_is,profit_factor_is,recovery_factor_is,trades_is,net_profit_is,years_is,vt_r,lev_r,vfl_r,calmar_is,cagr_robust,sharpe_robust,target_vol_oos,max_lev_oos,vol_floor_oos,cagr_pct_oos,equity_dd_pct_oos,sharpe_oos,profit_factor_oos,recovery_factor_oos,trades_oos,net_profit_oos,years_oos,calmar_oos
0.15,24.0,0.04,4.4227,5.4939,1.1051,1.3486,3.0436,630,1857.58,3.937,0.15,24.0,0.04,0.8050201132164764,4.357666666666667,1.0828666666666666,0.15,24.0,0.04,2.4953,2.7285,0.8219,1.3254,1.3468,206,374.61,1.492,0.9145317940260216
0.15,24.0,0.05,3.6039,5.9922,0.979,1.2989,2.2816,630,1495.71,3.937,0.15,24.0,0.05,0.6014318614198457,3.645,0.9859000000000001,0.15,24.0,0.05,2.1574,3.0309,0.7773,1.2962,1.0496,206,323.62,1.492,0.711801775050315
0.15,24.0,0.06,2.9613,5.6763,0.904,1.2656,1.9898,630,1217.53,3.937,0.15,24.0,0.06,0.5216954706410866,2.9698666666666664,0.9047666666666666,0.15,24.0,0.06,2.6368,2.4291,1.0797,1.4086,1.6033,206,395.98,1.492,1.0855049195175168
0.15,24.0,0.07,2.6606,4.681,0.9456,1.2694,2.1822,630,1089.13,3.937,0.15,24.0,0.07,0.5683828241828669,2.6868999999999996,0.9308666666666667,0.15,24.0,0.07,2.8483,2.1622,1.2868,1.4897,1.9481,206,427.97,1.492,1.317315696975303
0.15,24.0,0.08,2.204,4.5531,0.865,1.2387,1.8571,630,896.21,3.937,0.15,24.0,0.08,0.4840658013221762,2.3325666666666667,0.8993666666666668,0.15,24.0,0.08,2.8319,1.895,1.4049,1.5232,2.2113,206,425.48,1.492,1.494406332453826
0.15,24.0,0.01,5.2335,5.3516,1.0934,1.3613,3.5331,630,2224.2,3.937,0.15,24.0,0.01,0.9779318334703639,5.194744444444444,1.1088444444444443,0.15,24.0,0.01,2.8069,3.2792,0.7452,1.2672,1.259,206,421.7,1.492,0.8559709685289095
0.15,24.0,0.02,5.556,5.2318,1.2046,1.3904,3.8168,630,2372.37,3.937,0.15,24.0,0.02,1.061967200581062,5.516866666666667,1.1988333333333334,0.15,24.0,0.02,2.9169,3.0382,0.7997,1.2841,1.4149,206,438.35,1.492,0.9600750444342045
0.15,32.0,0.01,5.2335,5.3516,1.0934,1.3613,3.5331,630,2224.2,3.937,0.15,32.0,0.01,0.9779318334703639,5.1411,1.0982666666666667,0.15,32.0,0.01,2.8069,3.2792,0.7452,1.2672,1.259,206,421.7,1.492,0.8559709685289095
0.15,32.0,0.02,5.556,5.2318,1.2046,1.3904,3.8168,630,2372.37,3.937,0.15,32.0,0.02,1.061967200581062,5.516866666666667,1.1988333333333334,0.15,32.0,0.02,2.9169,3.0382,0.7997,1.2841,1.4149,206,438.35,1.492,0.9600750444342045
0.15,32.0,0.03,5.2635000000000005,5.3666,1.212,1.3967,3.6826,630,2237.96,3.937,0.15,32.0,0.03,0.9807885812246115,5.160166666666666,1.2051666666666667,0.15,32.0,0.03,2.6502000000000003,2.6233,0.7875,1.2962,1.4916,206,398.01,1.492,1.0102542599016506
0.15,32.0,0.04,4.4227,5.4939,1.1051,1.3486,3.0436,630,1857.58,3.937,0.15,32.0,0.04,0.8050201132164764,4.357666666666667,1.0828666666666666,0.15,32.0,0.04,2.4953,2.7285,0.8219,1.3254,1.3468,206,374.61,1.492,0.9145317940260216
0.15,32.0,0.05,3.6039,5.9922,0.979,1.2989,2.2816,630,1495.71,3.937,0.15,32.0,0.05,0.6014318614198457,3.645,0.9859000000000001,0.15,32.0,0.05,2.1574,3.0309,0.7773,1.2962,1.0496,206,323.62,1.492,0.711801775050315
0.15,32.0,0.06,2.9613,5.6763,0.904,1.2656,1.9898,630,1217.53,3.937,0.15,32.0,0.06,0.5216954706410866,2.9698666666666664,0.9047666666666666,0.15,32.0,0.06,2.6368,2.4291,1.0797,1.4086,1.6033,206,395.98,1.492,1.0855049195175168
0.15,32.0,0.07,2.6606,4.681,0.9456,1.2694,2.1822,630,1089.13,3.937,0.15,32.0,0.07,0.5683828241828669,2.6868999999999996,0.9308666666666667,0.15,32.0,0.07,2.8483,2.1622,1.2868,1.4897,1.9481,206,427.97,1.492,1.317315696975303
0.15,32.0,0.08,2.204,4.5531,0.865,1.2387,1.8571,630,896.21,3.937,0.15,32.0,0.08,0.4840658013221762,2.3325666666666667,0.8993666666666668,0.15,32.0,0.08,2.8319,1.895,1.4049,1.5232,2.2113,206,425.48,1.492,1.494406332453826
0.15,40.0,0.05,3.6039,5.9922,0.979,1.2989,2.2816,630,1495.71,3.937,0.15,40.0,0.05,0.6014318614198457,3.645,0.9859000000000001,0.15,40.0,0.05,2.1574,3.0309,0.7773,1.2962,1.0496,206,323.62,1.492,0.711801775050315
0.15,40.0,0.06,2.9613,5.6763,0.904,1.2656,1.9898,630,1217.53,3.937,0.15,40.0,0.06,0.5216954706410866,2.9698666666666664,0.9047666666666666,0.15,40.0,0.06,2.6368,2.4291,1.0797,1.4086,1.6033,206,395.98,1.492,1.0855049195175168
0.15,40.0,0.07,2.6606,4.681,0.9456,1.2694,2.1822,630,1089.13,3.937,0.15,40.0,0.07,0.5683828241828669,2.6868999999999996,0.9308666666666667,0.15,40.0,0.07,2.8483,2.1622,1.2868,1.4897,1.9481,206,427.97,1.492,1.317315696975303
0.15,40.0,0.08,2.204,4.5531,0.865,1.2387,1.8571,630,896.21,3.937,0.15,40.0,0.08,0.4840658013221762,2.3325666666666667,0.8993666666666668,0.15,40.0,0.08,2.8319,1.895,1.4049,1.5232,2.2113,206,425.48,1.492,1.494406332453826
0.15,40.0,0.01,5.2335,5.3516,1.0934,1.3613,3.5331,630,2224.2,3.937,0.15,40.0,0.01,0.9779318334703639,5.1411,1.0982666666666667,0.15,40.0,0.01,2.8069,3.2792,0.7452,1.2672,1.259,206,421.7,1.492,0.8559709685289095
0.15,40.0,0.02,5.556,5.2318,1.2046,1.3904,3.8168,630,2372.37,3.937,0.15,40.0,0.02,1.061967200581062,5.516866666666667,1.1988333333333334,0.15,40.0,0.02,2.9169,3.0382,0.7997,1.2841,1.4149,206,438.35,1.492,0.9600750444342045
0.15,40.0,0.03,5.2635000000000005,5.3666,1.212,1.3967,3.6826,630,2237.96,3.937,0.15,40.0,0.03,0.9807885812246115,5.160166666666666,1.2051666666666667,0.15,40.0,0.03,2.6502000000000003,2.6233,0.7875,1.2962,1.4916,206,398.01,1.492,1.0102542599016506
0.15,40.0,0.04,4.4227,5.4939,1.1051,1.3486,3.0436,630,1857.58,3.937,0.15,40.0,0.04,0.8050201132164764,4.357666666666667,1.0828666666666666,0.15,40.0,0.04,2.4953,2.7285,0.8219,1.3254,1.3468,206,374.61,1.492,0.9145317940260216
0.15,48.0,0.01,5.2335,5.3516,1.0934,1.3613,3.5331,630,2224.2,3.937,0.15,48.0,0.01,0.9779318334703639,5.1411,1.0982666666666667,0.15,48.0,0.01,2.8069,3.2792,0.7452,1.2672,1.259,206,421.7,1.492,0.8559709685289095
0.15,48.0,0.02,5.556,5.2318,1.2046,1.3904,3.8168,630,2372.37,3.937,0.15,48.0,0.02,1.061967200581062,5.516866666666667,1.1988333333333334,0.15,48.0,0.02,2.9169,3.0382,0.7997,1.2841,1.4149,206,438.35,1.492,0.9600750444342045
0.15,48.0,0.03,5.2635000000000005,5.3666,1.212,1.3967,3.6826,630,2237.96,3.937,0.15,48.0,0.03,0.9807885812246115,5.160166666666666,1.2051666666666667,0.15,48.0,0.03,2.6502000000000003,2.6233,0.7875,1.2962,1.4916,206,398.01,1.492,1.0102542599016506
0.15,48.0,0.04,4.4227,5.4939,1.1051,1.3486,3.0436,630,1857.58,3.937,0.15,48.0,0.04,0.8050201132164764,4.357666666666667,1.0828666666666666,0.15,48.0,0.04,2.4953,2.7285,0.8219,1.3254,1.3468,206,374.61,1.492,0.9145317940260216
0.15,48.0,0.05,3.6039,5.9922,0.979,1.2989,2.2816,630,1495.71,3.937,0.15,48.0,0.05,0.6014318614198457,3.645,0.9859000000000001,0.15,48.0,0.05,2.1574,3.0309,0.7773,1.2962,1.0496,206,323.62,1.492,0.711801775050315
0.15,48.0,0.06,2.9613,5.6763,0.904,1.2656,1.9898,630,1217.53,3.937,0.15,48.0,0.06,0.5216954706410866,2.9698666666666664,0.9047666666666666,0.15,48.0,0.06,2.6368,2.4291,1.0797,1.4086,1.6033,206,395.98,1.492,1.0855049195175168
0.15,48.0,0.07,2.6606,4.681,0.9456,1.2694,2.1822,630,1089.13,3.937,0.15,48.0,0.07,0.5683828241828669,2.6868999999999996,0.9308666666666667,0.15,48.0,0.07,2.8483,2.1622,1.2868,1.4897,1.9481,206,427.97,1.492,1.317315696975303
0.15,48.0,0.08,2.204,4.5531,0.865,1.2387,1.8571,630,896.21,3.937,0.15,48.0,0.08,0.4840658013221762,2.3325666666666667,0.8993666666666668,0.15,48.0,0.08,2.8319,1.895,1.4049,1.5232,2.2113,206,425.48,1.492,1.494406332453826
0.15,56.0,0.07,2.6606,4.681,0.9456,1.2694,2.1822,630,1089.13,3.937,0.15,56.0,0.07,0.5683828241828669,2.6868999999999996,0.9308666666666667,0.15,56.0,0.07,2.8483,2.1622,1.2868,1.4897,1.9481,206,427.97,1.492,1.317315696975303
0.15,56.0,0.08,2.204,4.5531,0.865,1.2387,1.8571,630,896.21,3.937,0.15,56.0,0.08,0.4840658013221762,2.3325666666666667,0.8993666666666668,0.15,56.0,0.08,2.8319,1.895,1.4049,1.5232,2.2113,206,425.48,1.492,1.494406332453826
0.15,56.0,0.01,5.2335,5.3516,1.0934,1.3613,3.5331,630,2224.2,3.937,0.15,56.0,0.01,0.9779318334703639,5.1411,1.0982666666666667,0.15,56.0,0.01,2.8069,3.2792,0.7452,1.2672,1.259,206,421.7,1.492,0.8559709685289095
0.15,56.0,0.02,5.556,5.2318,1.2046,1.3904,3.8168,630,2372.37,3.937,0.15,56.0,0.02,1.061967200581062,5.516866666666667,1.1988333333333334,0.15,56.0,0.02,2.9169,3.0382,0.7997,1.2841,1.4149,206,438.35,1.492,0.9600750444342045
0.15,56.0,0.03,5.2635000000000005,5.3666,1.212,1.3967,3.6826,630,2237.96,3.937,0.15,56.0,0.03,0.9807885812246115,5.160166666666666,1.2051666666666667,0.15,56.0,0.03,2.6502000000000003,2.6233,0.7875,1.2962,1.4916,206,398.01,1.492,1.0102542599016506
0.15,56.0,0.04,4.4227,5.4939,1.1051,1.3486,3.0436,630,1857.58,3.937,0.15,56.0,0.04,0.8050201132164764,4.357666666666667,1.0828666666666666,0.15,56.0,0.04,2.4953,2.7285,0.8219,1.3254,1.3468,206,374.61,1.492,0.9145317940260216
0.15,56.0,0.05,3.6039,5.9922,0.979,1.2989,2.2816,630,1495.71,3.937,0.15,56.0,0.05,0.6014318614198457,3.645,0.9859000000000001,0.15,56.0,0.05,2.1574,3.0309,0.7773,1.2962,1.0496,206,323.62,1.492,0.711801775050315
0.15,56.0,0.06,2.9613,5.6763,0.904,1.2656,1.9898,630,1217.53,3.937,0.15,56.0,0.06,0.5216954706410866,2.9698666666666664,0.9047666666666666,0.15,56.0,0.06,2.6368,2.4291,1.0797,1.4086,1.6033,206,395.98,1.492,1.0855049195175168
0.15,64.0,0.02,5.556,5.2318,1.2046,1.3904,3.8168,630,2372.37,3.937,0.15,64.0,0.02,1.061967200581062,5.516866666666667,1.1988333333333334,0.15,64.0,0.02,2.9169,3.0382,0.7997,1.2841,1.4149,206,438.35,1.492,0.9600750444342045
0.15,64.0,0.03,5.2635000000000005,5.3666,1.212,1.3967,3.6826,630,2237.96,3.937,0.15,64.0,0.03,0.9807885812246115,5.160166666666666,1.2051666666666667,0.15,64.0,0.03,2.6502000000000003,2.6233,0.7875,1.2962,1.4916,206,398.01,1.492,1.0102542599016506
0.15,64.0,0.04,4.4227,5.4939,1.1051,1.3486,3.0436,630,1857.58,3.937,0.15,64.0,0.04,0.8050201132164764,4.357666666666667,1.0828666666666666,0.15,64.0,0.04,2.4953,2.7285,0.8219,1.3254,1.3468,206,374.61,1.492,0.9145317940260216
0.15,64.0,0.05,3.6039,5.9922,0.979,1.2989,2.2816,630,1495.71,3.937,0.15,64.0,0.05,0.6014318614198457,3.645,0.9859000000000001,0.15,64.0,0.05,2.1574,3.0309,0.7773,1.2962,1.0496,206,323.62,1.492,0.711801775050315
0.15,64.0,0.06,2.9613,5.6763,0.904,1.2656,1.9898,630,1217.53,3.937,0.15,64.0,0.06,0.5216954706410866,2.9698666666666664,0.9047666666666666,0.15,64.0,0.06,2.6368,2.4291,1.0797,1.4086,1.6033,206,395.98,1.492,1.0855049195175168
0.15,64.0,0.07,2.6606,4.681,0.9456,1.2694,2.1822,630,1089.13,3.937,0.15,64.0,0.07,0.5683828241828669,2.6868999999999996,0.9308666666666667,0.15,64.0,0.07,2.8483,2.1622,1.2868,1.4897,1.9481,206,427.97,1.492,1.317315696975303
0.15,64.0,0.08,2.204,4.5531,0.865,1.2387,1.8571,630,896.21,3.937,0.15,64.0,0.08,0.4840658013221762,2.3325666666666667,0.8993666666666668,0.15,64.0,0.08,2.8319,1.895,1.4049,1.5232,2.2113,206,425.48,1.492,1.494406332453826
0.15,64.0,0.01,5.2335,5.3516,1.0934,1.3613,3.5331,630,2224.2,3.937,0.15,64.0,0.01,0.9779318334703639,5.1411,1.0982666666666667,0.15,64.0,0.01,2.8069,3.2792,0.7452,1.2672,1.259,206,421.7,1.492,0.8559709685289095
0.15,72.0,0.01,5.2335,5.3516,1.0934,1.3613,3.5331,630,2224.2,3.937,0.15,72.0,0.01,0.9779318334703639,5.1411,1.0982666666666667,0.15,72.0,0.01,2.8069,3.2792,0.7452,1.2672,1.259,206,421.7,1.492,0.8559709685289095
0.15,72.0,0.02,5.556,5.2318,1.2046,1.3904,3.8168,630,2372.37,3.937,0.15,72.0,0.02,1.061967200581062,5.516866666666667,1.1988333333333334,0.15,72.0,0.02,2.9169,3.0382,0.7997,1.2841,1.4149,206,438.35,1.492,0.9600750444342045
0.15,72.0,0.03,5.2635000000000005,5.3666,1.212,1.3967,3.6826,630,2237.96,3.937,0.15,72.0,0.03,0.9807885812246115,5.160166666666666,1.2051666666666667,0.15,72.0,0.03,2.6502000000000003,2.6233,0.7875,1.2962,1.4916,206,398.01,1.492,1.0102542599016506
0.15,72.0,0.04,4.4227,5.4939,1.1051,1.3486,3.0436,630,1857.58,3.937,0.15,72.0,0.04,0.8050201132164764,4.357666666666667,1.0828666666666666,0.15,72.0,0.04,2.4953,2.7285,0.8219,1.3254,1.3468,206,374.61,1.492,0.9145317940260216
0.15,72.0,0.05,3.6039,5.9922,0.979,1.2989,2.2816,630,1495.71,3.937,0.15,72.0,0.05,0.6014318614198457,3.645,0.9859000000000001,0.15,72.0,0.05,2.1574,3.0309,0.7773,1.2962,1.0496,206,323.62,1.492,0.711801775050315
0.15,72.0,0.06,2.9613,5.6763,0.904,1.2656,1.9898,630,1217.53,3.937,0.15,72.0,0.06,0.5216954706410866,2.9698666666666664,0.9047666666666666,0.15,72.0,0.06,2.6368,2.4291,1.0797,1.4086,1.6033,206,395.98,1.492,1.0855049195175168
0.15,72.0,0.07,2.6606,4.681,0.9456,1.2694,2.1822,630,1089.13,3.937,0.15,72.0,0.07,0.5683828241828669,2.6868999999999996,0.9308666666666667,0.15,72.0,0.07,2.8483,2.1622,1.2868,1.4897,1.9481,206,427.97,1.492,1.317315696975303
0.15,72.0,0.08,2.204,4.5531,0.865,1.2387,1.8571,630,896.21,3.937,0.15,72.0,0.08,0.4840658013221762,2.3325666666666667,0.8993666666666668,0.15,72.0,0.08,2.8319,1.895,1.4049,1.5232,2.2113,206,425.48,1.492,1.494406332453826
0.15,80.0,0.04,4.4227,5.4939,1.1051,1.3486,3.0436,630,1857.58,3.937,0.15,80.0,0.04,0.8050201132164764,4.357666666666666,1.0828666666666666,0.15,80.0,0.04,2.4953,2.7285,0.8219,1.3254,1.3468,206,374.61,1.492,0.9145317940260216
0.15,80.0,0.05,3.6039,5.9922,0.979,1.2989,2.2816,630,1495.71,3.937,0.15,80.0,0.05,0.6014318614198457,3.645,0.9859,0.15,80.0,0.05,2.1574,3.0309,0.7773,1.2962,1.0496,206,323.62,1.492,0.711801775050315
0.15,80.0,0.06,2.9613,5.6763,0.904,1.2656,1.9898,630,1217.53,3.937,0.15,80.0,0.06,0.5216954706410866,2.9698666666666664,0.9047666666666666,0.15,80.0,0.06,2.6368,2.4291,1.0797,1.4086,1.6033,206,395.98,1.492,1.0855049195175168
0.15,80.0,0.07,2.6606,4.681,0.9456,1.2694,2.1822,630,1089.13,3.937,0.15,80.0,0.07,0.5683828241828669,2.6868999999999996,0.9308666666666666,0.15,80.0,0.07,2.8483,2.1622,1.2868,1.4897,1.9481,206,427.97,1.492,1.317315696975303
0.15,80.0,0.01,5.2335,5.3516,1.0934,1.3613,3.5331,630,2224.2,3.937,0.15,80.0,0.01,0.9779318334703639,5.141100000000001,1.0982666666666667,0.15,80.0,0.01,2.8069,3.2792,0.7452,1.2672,1.259,206,421.7,1.492,0.8559709685289095
0.15,80.0,0.02,5.556,5.2318,1.2046,1.3904,3.8168,630,2372.37,3.937,0.15,80.0,0.02,1.061967200581062,5.516866666666666,1.1988333333333332,0.15,80.0,0.02,2.9169,3.0382,0.7997,1.2841,1.4149,206,438.35,1.492,0.9600750444342045
0.15,80.0,0.03,5.2635000000000005,5.3666,1.212,1.3967,3.6826,630,2237.96,3.937,0.15,80.0,0.03,0.9807885812246115,5.160166666666666,1.2051666666666667,0.15,80.0,0.03,2.6502000000000003,2.6233,0.7875,1.2962,1.4916,206,398.01,1.492,1.0102542599016506
0.15,80.0,0.08,2.204,4.5531,0.865,1.2387,1.8571,630,896.21,3.937,0.15,80.0,0.08,0.4840658013221762,2.3325666666666667,0.8993666666666668,0.15,80.0,0.08,2.8319,1.895,1.4049,1.5232,2.2113,206,425.48,1.492,1.494406332453826
0.2,8.0,0.01,6.188,6.0363,1.1623,1.3814,3.7154,630,2666.6,3.937,0.2,8.0,0.01,1.0251312890346735,6.2906,1.1644666666666668,0.2,8.0,0.01,3.0097,3.2618,0.7228,1.2576,1.3595,206,452.39,1.492,0.9227113863510945
0.2,8.0,0.02,6.188,6.0363,1.1623,1.3814,3.7154,630,2666.6,3.937,0.2,8.0,0.02,1.0251312890346735,6.363583333333334,1.186,0.2,8.0,0.02,3.0097,3.2618,0.7228,1.2576,1.3595,206,452.39,1.492,0.9227113863510945
0.2,8.0,0.03,6.1818,5.9563,1.1873,1.3903,3.7977,630,2663.69,3.937,0.2,8.0,0.03,1.037859073585951,6.225866666666666,1.2030833333333335,0.2,8.0,0.03,2.8752,2.9226,0.7115,1.2573,1.4175,206,432.04,1.492,0.9837815643605009
0.2,8.0,0.04,5.7015,5.9776,1.184,1.3853,3.5693,630,2439.66,3.937,0.2,8.0,0.04,0.9538108940042828,5.7292,1.1794,0.2,8.0,0.04,2.6479,3.1228,0.6899,1.275,1.2463,206,397.66,1.492,0.8479249391571667
0.2,8.0,0.05,4.8868,6.4776,1.0877,1.3451,2.8334,630,2066.42,3.937,0.2,8.0,0.05,0.754415215511918,4.840166666666668,1.0703666666666667,0.2,8.0,0.05,2.4286,3.1862,0.7273,1.2895,1.1224,206,364.54,1.492,0.7622245935597263
0.2,8.0,0.06,3.8139,6.8442,0.9209,1.2825,2.0979,630,1587.75,3.937,0.2,8.0,0.06,0.55724555097747,3.906933333333333,0.9463666666666667,0.2,8.0,0.06,2.2844,3.3115,0.7539,1.2971,1.0168,206,342.77,1.492,0.6898384417937491
0.2,8.0,0.07,3.4699,6.222,0.9368,1.28,2.1155,630,1437.29,3.937,0.2,8.0,0.07,0.5576824172291868,3.4491666666666663,0.9398333333333334,0.2,8.0,0.07,2.3877,2.8755,0.8723,1.3315,1.2258,206,358.36,1.492,0.8303599374021909
0.2,8.0,0.08,2.9691,5.7034,0.9032,1.2648,1.9858,630,1220.89,3.937,0.2,8.0,0.08,0.5205842129256233,2.9637,0.8933,0.2,8.0,0.08,2.6532,2.4291,1.0858,1.4112,1.6134,206,398.47,1.492,1.0922563912560208
0.2,16.0,0.07,3.4699,6.222,0.9368,1.28,2.1155,630,1437.29,3.937,0.2,16.0,0.07,0.5576824172291868,3.4491666666666663,0.9398333333333334,0.2,16.0,0.07,2.3877,2.8755,0.8723,1.3315,1.2258,206,358.36,1.492,0.8303599374021909
0.2,16.0,0.08,2.9691,5.7034,0.9032,1.2648,1.9858,630,1220.89,3.937,0.2,16.0,0.08,0.5205842129256233,2.9637000000000002,0.8933,0.2,16.0,0.08,2.6532,2.4291,1.0858,1.4112,1.6134,206,398.47,1.492,1.0922563912560208
0.2,16.0,0.01,6.2248,6.0181,1.1401,1.3758,3.6685,630,2683.9,3.937,0.2,16.0,0.01,1.0343463883950086,6.110566666666666,1.1262999999999999,0.2,16.0,0.01,2.7846,3.6858,0.6146,1.2278,1.0696,206,418.33,1.492,0.7554940582777145
0.2,16.0,0.02,6.5224,6.0318,1.1837,1.3948,3.812,630,2824.35,3.937,0.2,16.0,0.02,1.0813355880500017,6.388355555555556,1.1859666666666666,0.2,16.0,0.02,3.2188000000000003,3.5124,0.7326,1.2695,1.316,206,484.07,1.492,0.9164104316137115
0.2,16.0,0.03,6.1818,5.9563,1.1873,1.3903,3.7977,630,2663.69,3.937,0.2,16.0,0.03,1.037859073585951,6.237922222222222,1.2051444444444444,0.2,16.0,0.03,2.8752,2.9226,0.7115,1.2573,1.4175,206,432.04,1.492,0.9837815643605009
0.2,16.0,0.04,5.7015,5.9776,1.184,1.3853,3.5693,630,2439.66,3.937,0.2,16.0,0.04,0.9538108940042828,5.7292000000000005,1.1794000000000002,0.2,16.0,0.04,2.6479,3.1228,0.6899,1.275,1.2463,206,397.66,1.492,0.8479249391571667
0.2,16.0,0.05,4.8868,6.4776,1.0877,1.3451,2.8334,630,2066.42,3.937,0.2,16.0,0.05,0.754415215511918,4.840166666666667,1.070366666666667,0.2,16.0,0.05,2.4286,3.1862,0.7273,1.2895,1.1224,206,364.54,1.492,0.7622245935597263
0.2,16.0,0.06,3.8139,6.8442,0.9209,1.2825,2.0979,630,1587.75,3.937,0.2,16.0,0.06,0.55724555097747,3.906933333333333,0.9463666666666667,0.2,16.0,0.06,2.2844,3.3115,0.7539,1.2971,1.0168,206,342.77,1.492,0.6898384417937491
0.2,24.0,0.02,6.5224,6.0318,1.1837,1.3948,3.812,630,2824.35,3.937,0.2,24.0,0.02,1.0813355880500017,6.4379,1.1858999999999997,0.2,24.0,0.02,3.2188000000000003,3.5124,0.7326,1.2695,1.316,206,484.07,1.492,0.9164104316137115
0.2,24.0,0.03,6.1818,5.9563,1.1873,1.3903,3.7977,630,2663.69,3.937,0.2,24.0,0.03,1.037859073585951,6.262033333333333,1.2092666666666667,0.2,24.0,0.03,2.8752,2.9226,0.7115,1.2573,1.4175,206,432.04,1.492,0.9837815643605009
0.2,24.0,0.04,5.7015,5.9776,1.184,1.3853,3.5693,630,2439.66,3.937,0.2,24.0,0.04,0.9538108940042828,5.7292000000000005,1.1794000000000002,0.2,24.0,0.04,2.6479,3.1228,0.6899,1.275,1.2463,206,397.66,1.492,0.8479249391571667
0.2,24.0,0.05,4.8868,6.4776,1.0877,1.3451,2.8334,630,2066.42,3.937,0.2,24.0,0.05,0.754415215511918,4.840166666666667,1.070366666666667,0.2,24.0,0.05,2.4286,3.1862,0.7273,1.2895,1.1224,206,364.54,1.492,0.7622245935597263
0.2,24.0,0.06,3.8139,6.8442,0.9209,1.2825,2.0979,630,1587.75,3.937,0.2,24.0,0.06,0.55724555097747,3.906933333333333,0.9463666666666667,0.2,24.0,0.06,2.2844,3.3115,0.7539,1.2971,1.0168,206,342.77,1.492,0.6898384417937491
0.2,24.0,0.07,3.4699,6.222,0.9368,1.28,2.1155,630,1437.29,3.937,0.2,24.0,0.07,0.5576824172291868,3.4491666666666663,0.9398333333333334,0.2,24.0,0.07,2.3877,2.8755,0.8723,1.3315,1.2258,206,358.36,1.492,0.8303599374021909
0.2,24.0,0.08,2.9691,5.7034,0.9032,1.2648,1.9858,630,1220.89,3.937,0.2,24.0,0.08,0.5205842129256233,2.9637000000000002,0.8933,0.2,24.0,0.08,2.6532,2.4291,1.0858,1.4112,1.6134,206,398.47,1.492,1.0922563912560208
0.2,24.0,0.01,5.742,6.0345,1.0449,1.3427,3.4026,630,2458.44,3.937,0.2,24.0,0.01,0.9515287099179716,5.891611111111112,1.0742777777777777,0.2,24.0,0.01,2.9116,3.6858,0.6462,1.2392,1.1187,206,437.54,1.492,0.7899506213033806
0.2,32.0,0.01,5.742,6.0345,1.0449,1.3427,3.4026,630,2458.44,3.937,0.2,32.0,0.01,0.9515287099179716,5.700877777777778,1.0409222222222223,0.2,32.0,0.01,2.9116,3.6858,0.6462,1.2392,1.1187,206,437.54,1.492,0.7899506213033806
0.2,32.0,0.02,6.5224,6.0318,1.1837,1.3948,3.812,630,2824.35,3.937,0.2,32.0,0.02,1.0813355880500017,6.4379,1.1858999999999997,0.2,32.0,0.02,3.2188000000000003,3.5124,0.7326,1.2695,1.316,206,484.07,1.492,0.9164104316137115
0.2,32.0,0.03,6.1818,5.9563,1.1873,1.3903,3.7977,630,2663.69,3.937,0.2,32.0,0.03,1.037859073585951,6.262033333333333,1.2092666666666667,0.2,32.0,0.03,2.8752,2.9226,0.7115,1.2573,1.4175,206,432.04,1.492,0.9837815643605009
0.2,32.0,0.04,5.7015,5.9776,1.184,1.3853,3.5693,630,2439.66,3.937,0.2,32.0,0.04,0.9538108940042828,5.7292000000000005,1.1794000000000002,0.2,32.0,0.04,2.6479,3.1228,0.6899,1.275,1.2463,206,397.66,1.492,0.8479249391571667
0.2,32.0,0.05,4.8868,6.4776,1.0877,1.3451,2.8334,630,2066.42,3.937,0.2,32.0,0.05,0.754415215511918,4.840166666666667,1.070366666666667,0.2,32.0,0.05,2.4286,3.1862,0.7273,1.2895,1.1224,206,364.54,1.492,0.7622245935597263
0.2,32.0,0.06,3.8139,6.8442,0.9209,1.2825,2.0979,630,1587.75,3.937,0.2,32.0,0.06,0.55724555097747,3.906933333333333,0.9463666666666667,0.2,32.0,0.06,2.2844,3.3115,0.7539,1.2971,1.0168,206,342.77,1.492,0.6898384417937491
0.2,32.0,0.07,3.4699,6.222,0.9368,1.28,2.1155,630,1437.29,3.937,0.2,32.0,0.07,0.5576824172291868,3.4491666666666663,0.9398333333333334,0.2,32.0,0.07,2.3877,2.8755,0.8723,1.3315,1.2258,206,358.36,1.492,0.8303599374021909
0.2,32.0,0.08,2.9691,5.7034,0.9032,1.2648,1.9858,630,1220.89,3.937,0.2,32.0,0.08,0.5205842129256233,2.9637000000000002,0.8933,0.2,32.0,0.08,2.6532,2.4291,1.0858,1.4112,1.6134,206,398.47,1.492,1.0922563912560208
0.2,40.0,0.04,5.7015,5.9776,1.184,1.3853,3.5693,630,2439.66,3.937,0.2,40.0,0.04,0.9538108940042828,5.7292000000000005,1.1794000000000002,0.2,40.0,0.04,2.6479,3.1228,0.6899,1.275,1.2463,206,397.66,1.492,0.8479249391571667
0.2,40.0,0.05,4.8868,6.4776,1.0877,1.3451,2.8334,630,2066.42,3.937,0.2,40.0,0.05,0.754415215511918,4.840166666666667,1.070366666666667,0.2,40.0,0.05,2.4286,3.1862,0.7273,1.2895,1.1224,206,364.54,1.492,0.7622245935597263
0.2,40.0,0.06,3.8139,6.8442,0.9209,1.2825,2.0979,630,1587.75,3.937,0.2,40.0,0.06,0.55724555097747,3.906933333333333,0.9463666666666667,0.2,40.0,0.06,2.2844,3.3115,0.7539,1.2971,1.0168,206,342.77,1.492,0.6898384417937491
