target_vol_is,max_lev_is,vol_floor_is,cagr_pct_is,equity_dd_pct_is,sharpe_is,profit_factor_is,recovery_factor_is,trades_is,net_profit_is,years_is,vt_r,lev_r,vfl_r,calmar_is,cagr_robust,sharpe_robust,target_vol_oos,max_lev_oos,vol_floor_oos,cagr_pct_oos,equity_dd_pct_oos,sharpe_oos,profit_factor_oos,recovery_factor_oos,trades_oos,net_profit_oos,years_oos,calmar_oos
0.1,24.0,0.05,2.4443,4.739,0.891,1.2522,1.9796,630,997.44,3.937,0.1,24.0,0.05,0.5157839206583668,3.0241000000000002,0.935,0.1,24.0,0.05,2.6733,2.1127,1.2504,1.4665,1.8718,206,401.51,1.492,1.2653476593931936
0.1,24.0,0.06,2.1344,4.1718,0.8894,1.2447,1.9709,630,867.01,3.937,0.1,24.0,0.06,0.5116256771657317,2.54785,0.8966999999999999,0.1,24.0,0.06,2.7897000000000003,1.8453,1.4218,1.5243,2.2386,206,419.11,1.492,1.5117867013493742
0.1,24.0,0.07,1.9302,3.4718,0.9102,1.2465,2.1459,630,781.74,3.937,0.1,24.0,0.07,0.5559652053689729,2.2954000000000003,0.9278999999999998,0.1,24.0,0.07,2.8566000000000003,1.6275,1.5621,1.5756,2.5993,206,429.23,1.492,1.7552073732718896
0.1,24.0,0.08,1.8246,2.9851,0.9299,1.251,2.3726,630,737.83,3.937,0.1,24.0,0.08,0.6112358044956617,2.0143,0.8974500000000001,0.1,24.0,0.08,2.8683,1.4208,1.659,1.6088,2.9937,206,431.0,1.492,2.01879222972973
0.1,24.0,0.01,4.4478,4.4334,1.1565,1.372,3.7512,630,1868.8,3.937,0.1,24.0,0.01,1.003248071457572,4.840649999999999,1.12495,0.1,24.0,0.01,3.2615,2.2672,1.0841,1.4008,2.095,206,490.54,1.492,1.4385585744530698
0.1,24.0,0.02,4.4722,4.4329,1.2082,1.3867,3.8093,630,1879.72,3.937,0.1,24.0,0.02,1.0088655282095242,5.0141,1.2064000000000001,0.1,24.0,0.02,2.6695,2.3156,0.9282,1.3313,1.7036,206,400.93,1.492,1.1528329590602868
0.1,32.0,0.01,4.4478,4.4334,1.1565,1.372,3.7512,630,1868.8,3.937,0.1,32.0,0.01,1.003248071457572,4.840649999999999,1.12495,0.1,32.0,0.01,3.2615,2.2672,1.0841,1.4008,2.095,206,490.54,1.492,1.4385585744530698
0.1,32.0,0.02,4.4722,4.4329,1.2082,1.3867,3.8093,630,1879.72,3.937,0.1,32.0,0.02,1.0088655282095242,5.0141,1.2064000000000001,0.1,32.0,0.02,2.6695,2.3156,0.9282,1.3313,1.7036,206,400.93,1.492,1.1528329590602868
0.1,32.0,0.03,4.0352,4.5005,1.2162,1.379,3.4012,630,1685.27,3.937,0.1,32.0,0.03,0.8966114876124874,4.64935,1.2141,0.1,32.0,0.03,2.5919000000000003,2.2283,0.9746,1.3813,1.7157,206,389.2,1.492,1.163173719876139
0.1,32.0,0.04,2.9488,5.1437,0.9595,1.2843,2.1904,630,1212.2,3.937,0.1,32.0,0.04,0.5732838229290199,3.685749999999999,1.0323,0.1,32.0,0.04,2.5765,2.3177,1.0939,1.4097,1.6416,206,386.87,1.492,1.1116624239547828
0.1,32.0,0.05,2.4443,4.739,0.891,1.2522,1.9796,630,997.44,3.937,0.1,32.0,0.05,0.5157839206583668,3.0241000000000002,0.935,0.1,32.0,0.05,2.6733,2.1127,1.2504,1.4665,1.8718,206,401.51,1.492,1.2653476593931936
0.1,32.0,0.06,2.1344,4.1718,0.8894,1.2447,1.9709,630,867.01,3.937,0.1,32.0,0.06,0.5116256771657317,2.54785,0.8966999999999999,0.1,32.0,0.06,2.7897000000000003,1.8453,1.4218,1.5243,2.2386,206,419.11,1.492,1.5117867013493742
0.1,32.0,0.07,1.9302,3.4718,0.9102,1.2465,2.1459,630,781.74,3.937,0.1,32.0,0.07,0.5559652053689729,2.2954000000000003,0.9278999999999998,0.1,32.0,0.07,2.8566000000000003,1.6275,1.5621,1.5756,2.5993,206,429.23,1.492,1.7552073732718896
0.1,32.0,0.08,1.8246,2.9851,0.9299,1.251,2.3726,630,737.83,3.937,0.1,32.0,0.08,0.6112358044956617,2.0143,0.8974500000000001,0.1,32.0,0.08,2.8683,1.4208,1.659,1.6088,2.9937,206,431.0,1.492,2.01879222972973
0.1,40.0,0.05,2.4443,4.739,0.891,1.2522,1.9796,630,997.44,3.937,0.1,40.0,0.05,0.5157839206583668,3.0241000000000002,0.935,0.1,40.0,0.05,2.6733,2.1127,1.2504,1.4665,1.8718,206,401.51,1.492,1.2653476593931936
0.1,40.0,0.06,2.1344,4.1718,0.8894,1.2447,1.9709,630,867.01,3.937,0.1,40.0,0.06,0.5116256771657317,2.54785,0.8966999999999999,0.1,40.0,0.06,2.7897000000000003,1.8453,1.4218,1.5243,2.2386,206,419.11,1.492,1.5117867013493742
0.1,40.0,0.07,1.9302,3.4718,0.9102,1.2465,2.1459,630,781.74,3.937,0.1,40.0,0.07,0.5559652053689729,2.2954000000000003,0.9278999999999998,0.1,40.0,0.07,2.8566000000000003,1.6275,1.5621,1.5756,2.5993,206,429.23,1.492,1.7552073732718896
0.1,40.0,0.08,1.8246,2.9851,0.9299,1.251,2.3726,630,737.83,3.937,0.1,40.0,0.08,0.6112358044956617,2.0143,0.8974500000000001,0.1,40.0,0.08,2.8683,1.4208,1.659,1.6088,2.9937,206,431.0,1.492,2.01879222972973
0.1,40.0,0.01,4.4478,4.4334,1.1565,1.372,3.7512,630,1868.8,3.937,0.1,40.0,0.01,1.003248071457572,4.840649999999999,1.12495,0.1,40.0,0.01,3.2615,2.2672,1.0841,1.4008,2.095,206,490.54,1.492,1.4385585744530698
0.1,40.0,0.02,4.4722,4.4329,1.2082,1.3867,3.8093,630,1879.72,3.937,0.1,40.0,0.02,1.0088655282095242,5.0141,1.2064000000000001,0.1,40.0,0.02,2.6695,2.3156,0.9282,1.3313,1.7036,206,400.93,1.492,1.1528329590602868
0.1,40.0,0.03,4.0352,4.5005,1.2162,1.379,3.4012,630,1685.27,3.937,0.1,40.0,0.03,0.8966114876124874,4.64935,1.2141,0.1,40.0,0.03,2.5919000000000003,2.2283,0.9746,1.3813,1.7157,206,389.2,1.492,1.163173719876139
0.1,40.0,0.04,2.9488,5.1437,0.9595,1.2843,2.1904,630,1212.2,3.937,0.1,40.0,0.04,0.5732838229290199,3.685749999999999,1.0323,0.1,40.0,0.04,2.5765,2.3177,1.0939,1.4097,1.6416,206,386.87,1.492,1.1116624239547828
0.1,48.0,0.01,4.4478,4.4334,1.1565,1.372,3.7512,630,1868.8,3.937,0.1,48.0,0.01,1.003248071457572,4.840649999999999,1.12495,0.1,48.0,0.01,3.2615,2.2672,1.0841,1.4008,2.095,206,490.54,1.492,1.4385585744530698
0.1,48.0,0.02,4.4722,4.4329,1.2082,1.3867,3.8093,630,1879.72,3.937,0.1,48.0,0.02,1.0088655282095242,5.0141,1.2064000000000001,0.1,48.0,0.02,2.6695,2.3156,0.9282,1.3313,1.7036,206,400.93,1.492,1.1528329590602868
0.1,48.0,0.03,4.0352,4.5005,1.2162,1.379,3.4012,630,1685.27,3.937,0.1,48.0,0.03,0.8966114876124874,4.64935,1.2141,0.1,48.0,0.03,2.5919000000000003,2.2283,0.9746,1.3813,1.7157,206,389.2,1.492,1.163173719876139
0.1,48.0,0.04,2.9488,5.1437,0.9595,1.2843,2.1904,630,1212.2,3.937,0.1,48.0,0.04,0.5732838229290199,3.685749999999999,1.0323,0.1,48.0,0.04,2.5765,2.3177,1.0939,1.4097,1.6416,206,386.87,1.492,1.1116624239547828
0.1,48.0,0.05,2.4443,4.739,0.891,1.2522,1.9796,630,997.44,3.937,0.1,48.0,0.05,0.5157839206583668,3.0241000000000002,0.935,0.1,48.0,0.05,2.6733,2.1127,1.2504,1.4665,1.8718,206,401.51,1.492,1.2653476593931936
0.1,48.0,0.06,2.1344,4.1718,0.8894,1.2447,1.9709,630,867.01,3.937,0.1,48.0,0.06,0.5116256771657317,2.54785,0.8966999999999999,0.1,48.0,0.06,2.7897000000000003,1.8453,1.4218,1.5243,2.2386,206,419.11,1.492,1.5117867013493742
0.1,48.0,0.07,1.9302,3.4718,0.9102,1.2465,2.1459,630,781.74,3.937,0.1,48.0,0.07,0.5559652053689729,2.2954000000000003,0.9278999999999998,0.1,48.0,0.07,2.8566000000000003,1.6275,1.5621,1.5756,2.5993,206,429.23,1.492,1.7552073732718896
0.1,48.0,0.08,1.8246,2.9851,0.9299,1.251,2.3726,630,737.83,3.937,0.1,48.0,0.08,0.6112358044956617,2.0143,0.8974500000000001,0.1,48.0,0.08,2.8683,1.4208,1.659,1.6088,2.9937,206,431.0,1.492,2.01879222972973
0.1,56.0,0.07,1.9302,3.4718,0.9102,1.2465,2.1459,630,781.74,3.937,0.1,56.0,0.07,0.5559652053689729,2.2954000000000003,0.9278999999999998,0.1,56.0,0.07,2.8566000000000003,1.6275,1.5621,1.5756,2.5993,206,429.23,1.492,1.7552073732718896
0.1,56.0,0.08,1.8246,2.9851,0.9299,1.251,2.3726,630,737.83,3.937,0.1,56.0,0.08,0.6112358044956617,2.0143,0.8974500000000001,0.1,56.0,0.08,2.8683,1.4208,1.659,1.6088,2.9937,206,431.0,1.492,2.01879222972973
0.1,56.0,0.01,4.4478,4.4334,1.1565,1.372,3.7512,630,1868.8,3.937,0.1,56.0,0.01,1.003248071457572,4.840649999999999,1.12495,0.1,56.0,0.01,3.2615,2.2672,1.0841,1.4008,2.095,206,490.54,1.492,1.4385585744530698
0.1,56.0,0.02,4.4722,4.4329,1.2082,1.3867,3.8093,630,1879.72,3.937,0.1,56.0,0.02,1.0088655282095242,5.0141,1.2064000000000001,0.1,56.0,0.02,2.6695,2.3156,0.9282,1.3313,1.7036,206,400.93,1.492,1.1528329590602868
0.1,56.0,0.03,4.0352,4.5005,1.2162,1.379,3.4012,630,1685.27,3.937,0.1,56.0,0.03,0.8966114876124874,4.64935,1.2141,0.1,56.0,0.03,2.5919000000000003,2.2283,0.9746,1.3813,1.7157,206,389.2,1.492,1.163173719876139
0.1,56.0,0.04,2.9488,5.1437,0.9595,1.2843,2.1904,630,1212.2,3.937,0.1,56.0,0.04,0.5732838229290199,3.685749999999999,1.0323,0.1,56.0,0.04,2.5765,2.3177,1.0939,1.4097,1.6416,206,386.87,1.492,1.1116624239547828
0.1,56.0,0.05,2.4443,4.739,0.891,1.2522,1.9796,630,997.44,3.937,0.1,56.0,0.05,0.5157839206583668,3.0241000000000002,0.935,0.1,56.0,0.05,2.6733,2.1127,1.2504,1.4665,1.8718,206,401.51,1.492,1.2653476593931936
0.1,56.0,0.06,2.1344,4.1718,0.8894,1.2447,1.9709,630,867.01,3.937,0.1,56.0,0.06,0.5116256771657317,2.54785,0.8966999999999999,0.1,56.0,0.06,2.7897000000000003,1.8453,1.4218,1.5243,2.2386,206,419.11,1.492,1.5117867013493742
0.1,64.0,0.03,4.0352,4.5005,1.2162,1.379,3.4012,630,1685.27,3.937,0.1,64.0,0.03,0.8966114876124874,4.64935,1.2141,0.1,64.0,0.03,2.5919000000000003,2.2283,0.9746,1.3813,1.7157,206,389.2,1.492,1.163173719876139
0.1,64.0,0.04,2.9488,5.1437,0.9595,1.2843,2.1904,630,1212.2,3.937,0.1,64.0,0.04,0.5732838229290199,3.685749999999999,1.0323,0.1,64.0,0.04,2.5765,2.3177,1.0939,1.4097,1.6416,206,386.87,1.492,1.1116624239547828
0.1,64.0,0.05,2.4443,4.739,0.891,1.2522,1.9796,630,997.44,3.937,0.1,64.0,0.05,0.5157839206583668,3.0241000000000002,0.935,0.1,64.0,0.05,2.6733,2.1127,1.2504,1.4665,1.8718,206,401.51,1.492,1.2653476593931936
0.1,64.0,0.06,2.1344,4.1718,0.8894,1.2447,1.9709,630,867.01,3.937,0.1,64.0,0.06,0.5116256771657317,2.54785,0.8966999999999999,0.1,64.0,0.06,2.7897000000000003,1.8453,1.4218,1.5243,2.2386,206,419.11,1.492,1.5117867013493742
0.1,64.0,0.07,1.9302,3.4718,0.9102,1.2465,2.1459,630,781.74,3.937,0.1,64.0,0.07,0.5559652053689729,2.2954000000000003,0.9278999999999998,0.1,64.0,0.07,2.8566000000000003,1.6275,1.5621,1.5756,2.5993,206,429.23,1.492,1.7552073732718896
0.1,64.0,0.08,1.8246,2.9851,0.9299,1.251,2.3726,630,737.83,3.937,0.1,64.0,0.08,0.6112358044956617,2.0143,0.8974500000000001,0.1,64.0,0.08,2.8683,1.4208,1.659,1.6088,2.9937,206,431.0,1.492,2.01879222972973
0.1,64.0,0.01,4.4478,4.4334,1.1565,1.372,3.7512,630,1868.8,3.937,0.1,64.0,0.01,1.003248071457572,4.840649999999999,1.12495,0.1,64.0,0.01,3.2615,2.2672,1.0841,1.4008,2.095,206,490.54,1.492,1.4385585744530698
0.1,64.0,0.02,4.4722,4.4329,1.2082,1.3867,3.8093,630,1879.72,3.937,0.1,64.0,0.02,1.0088655282095242,5.0141,1.2064000000000001,0.1,64.0,0.02,2.6695,2.3156,0.9282,1.3313,1.7036,206,400.93,1.492,1.1528329590602868
0.1,72.0,0.01,4.4478,4.4334,1.1565,1.372,3.7512,630,1868.8,3.937,0.1,72.0,0.01,1.003248071457572,4.840649999999999,1.12495,0.1,72.0,0.01,3.2615,2.2672,1.0841,1.4008,2.095,206,490.54,1.492,1.4385585744530698
0.1,72.0,0.02,4.4722,4.4329,1.2082,1.3867,3.8093,630,1879.72,3.937,0.1,72.0,0.02,1.0088655282095242,5.0141,1.2064000000000001,0.1,72.0,0.02,2.6695,2.3156,0.9282,1.3313,1.7036,206,400.93,1.492,1.1528329590602868
0.1,72.0,0.03,4.0352,4.5005,1.2162,1.379,3.4012,630,1685.27,3.937,0.1,72.0,0.03,0.8966114876124874,4.64935,1.2141,0.1,72.0,0.03,2.5919000000000003,2.2283,0.9746,1.3813,1.7157,206,389.2,1.492,1.163173719876139
0.1,72.0,0.04,2.9488,5.1437,0.9595,1.2843,2.1904,630,1212.2,3.937,0.1,72.0,0.04,0.5732838229290199,3.685749999999999,1.0323,0.1,72.0,0.04,2.5765,2.3177,1.0939,1.4097,1.6416,206,386.87,1.492,1.1116624239547828
0.1,72.0,0.05,2.4443,4.739,0.891,1.2522,1.9796,630,997.44,3.937,0.1,72.0,0.05,0.5157839206583668,3.0241000000000002,0.935,0.1,72.0,0.05,2.6733,2.1127,1.2504,1.4665,1.8718,206,401.51,1.492,1.2653476593931936
0.1,72.0,0.06,2.1344,4.1718,0.8894,1.2447,1.9709,630,867.01,3.937,0.1,72.0,0.06,0.5116256771657317,2.54785,0.8966999999999999,0.1,72.0,0.06,2.7897000000000003,1.8453,1.4218,1.5243,2.2386,206,419.11,1.492,1.5117867013493742
0.1,72.0,0.07,1.9302,3.4718,0.9102,1.2465,2.1459,630,781.74,3.937,0.1,72.0,0.07,0.5559652053689729,2.2954000000000003,0.9278999999999998,0.1,72.0,0.07,2.8566000000000003,1.6275,1.5621,1.5756,2.5993,206,429.23,1.492,1.7552073732718896
0.1,72.0,0.08,1.8246,2.9851,0.9299,1.251,2.3726,630,737.83,3.937,0.1,72.0,0.08,0.6112358044956617,2.0143,0.8974500000000001,0.1,72.0,0.08,2.8683,1.4208,1.659,1.6088,2.9937,206,431.0,1.492,2.01879222972973
0.1,80.0,0.05,2.4443,4.739,0.891,1.2522,1.9796,630,997.44,3.937,0.1,80.0,0.05,0.5157839206583668,3.0241,0.935,0.1,80.0,0.05,2.6733,2.1127,1.2504,1.4665,1.8718,206,401.51,1.492,1.2653476593931936
0.1,80.0,0.06,2.1344,4.1718,0.8894,1.2447,1.9709,630,867.01,3.937,0.1,80.0,0.06,0.5116256771657317,2.54785,0.8966999999999999,0.1,80.0,0.06,2.7897000000000003,1.8453,1.4218,1.5243,2.2386,206,419.11,1.492,1.5117867013493742
0.1,80.0,0.07,1.9302,3.4718,0.9102,1.2465,2.1459,630,781.74,3.937,0.1,80.0,0.07,0.5559652053689729,2.2954,0.9279,0.1,80.0,0.07,2.8566000000000003,1.6275,1.5621,1.5756,2.5993,206,429.23,1.492,1.7552073732718896
0.1,80.0,0.01,4.4478,4.4334,1.1565,1.372,3.7512,630,1868.8,3.937,0.1,80.0,0.01,1.003248071457572,4.84065,1.1249500000000001,0.1,80.0,0.01,3.2615,2.2672,1.0841,1.4008,2.095,206,490.54,1.492,1.4385585744530698
0.1,80.0,0.02,4.4722,4.4329,1.2082,1.3867,3.8093,630,1879.72,3.937,0.1,80.0,0.02,1.0088655282095242,5.0141,1.2064,0.1,80.0,0.02,2.6695,2.3156,0.9282,1.3313,1.7036,206,400.93,1.492,1.1528329590602868
0.1,80.0,0.03,4.0352,4.5005,1.2162,1.379,3.4012,630,1685.27,3.937,0.1,80.0,0.03,0.8966114876124874,4.64935,1.2141,0.1,80.0,0.03,2.5919000000000003,2.2283,0.9746,1.3813,1.7157,206,389.2,1.492,1.163173719876139
0.1,80.0,0.04,2.9488,5.1437,0.9595,1.2843,2.1904,630,1212.2,3.937,0.1,80.0,0.04,0.5732838229290199,3.6857499999999996,1.0323,0.1,80.0,0.04,2.5765,2.3177,1.0939,1.4097,1.6416,206,386.87,1.492,1.1116624239547828
0.1,80.0,0.08,1.8246,2.9851,0.9299,1.251,2.3726,630,737.83,3.937,0.1,80.0,0.08,0.6112358044956617,2.0143,0.8974500000000001,0.1,80.0,0.08,2.8683,1.4208,1.659,1.6088,2.9937,206,431.0,1.492,2.01879222972973
0.15,8.0,0.01,5.686999999999999,5.2922,1.2237,1.3987,3.9637,630,2432.95,3.937,0.15,8.0,0.01,1.0746003552397867,5.41825,1.1667666666666667,0.15,8.0,0.01,2.7292,3.1877,0.7442,1.2623,1.2606,206,409.96,1.492,0.8561658876305801
0.15,8.0,0.02,5.556,5.2318,1.2046,1.3904,3.8168,630,2372.37,3.937,0.15,8.0,0.02,1.061967200581062,5.461133333333333,1.1952666666666667,0.15,8.0,0.02,2.9169,3.0382,0.7997,1.2841,1.4149,206,438.35,1.492,0.9600750444342045
0.15,8.0,0.03,5.2635000000000005,5.3666,1.212,1.3967,3.6826,630,2237.96,3.937,0.15,8.0,0.03,0.9807885812246115,5.160166666666666,1.2051666666666667,0.15,8.0,0.03,2.6502000000000003,2.6233,0.7875,1.2962,1.4916,206,398.01,1.492,1.0102542599016506
0.15,8.0,0.04,4.4227,5.4939,1.1051,1.3486,3.0436,630,1857.58,3.937,0.15,8.0,0.04,0.8050201132164764,4.357666666666666,1.0828666666666666,0.15,8.0,0.04,2.4953,2.7285,0.8219,1.3254,1.3468,206,374.61,1.492,0.9145317940260216
0.15,8.0,0.05,3.6039,5.9922,0.979,1.2989,2.2816,630,1495.71,3.937,0.15,8.0,0.05,0.6014318614198457,3.645,0.9859,0.15,8.0,0.05,2.1574,3.0309,0.7773,1.2962,1.0496,206,323.62,1.492,0.711801775050315
0.15,8.0,0.06,2.9613,5.6763,0.904,1.2656,1.9898,630,1217.53,3.937,0.15,8.0,0.06,0.5216954706410866,2.9698666666666664,0.9047666666666666,0.15,8.0,0.06,2.6368,2.4291,1.0797,1.4086,1.6033,206,395.98,1.492,1.0855049195175168
0.15,8.0,0.07,2.6606,4.681,0.9456,1.2694,2.1822,630,1089.13,3.937,0.15,8.0,0.07,0.5683828241828669,2.6868999999999996,0.9308666666666666,0.15,8.0,0.07,2.8483,2.1622,1.2868,1.4897,1.9481,206,427.97,1.492,1.317315696975303
0.15,8.0,0.08,2.204,4.5531,0.865,1.2387,1.8571,630,896.21,3.937,0.15,8.0,0.08,0.4840658013221762,2.3325666666666667,0.8993666666666668,0.15,8.0,0.08,2.8319,1.895,1.4049,1.5232,2.2113,206,425.48,1.492,1.494406332453826
0.15,16.0,0.07,2.6606,4.681,0.9456,1.2694,2.1822,630,1089.13,3.937,0.15,16.0,0.07,0.5683828241828669,2.6868999999999996,0.9308666666666667,0.15,16.0,0.07,2.8483,2.1622,1.2868,1.4897,1.9481,206,427.97,1.492,1.317315696975303
0.15,16.0,0.08,2.204,4.5531,0.865,1.2387,1.8571,630,896.21,3.937,0.15,16.0,0.08,0.4840658013221762,2.3325666666666667,0.8993666666666668,0.15,16.0,0.08,2.8319,1.895,1.4049,1.5232,2.2113,206,425.48,1.492,1.494406332453826
0.15,16.0,0.01,5.2335,5.3516,1.0934,1.3613,3.5331,630,2224.2,3.937,0.15,16.0,0.01,0.9779318334703639,5.325866666666666,1.1439333333333335,0.15,16.0,0.01,2.8069,3.2792,0.7452,1.2672,1.259,206,421.7,1.492,0.8559709685289095
0.15,16.0,0.02,5.556,5.2318,1.2046,1.3904,3.8168,630,2372.37,3.937,0.15,16.0,0.02,1.061967200581062,5.479711111111111,1.1964555555555556,0.15,16.0,0.02,2.9169,3.0382,0.7997,1.2841,1.4149,206,438.35,1.492,0.9600750444342045
0.15,16.0,0.03,5.2635000000000005,5.3666,1.212,1.3967,3.6826,630,2237.96,3.937,0.15,16.0,0.03,0.9807885812246115,5.160166666666666,1.2051666666666667,0.15,16.0,0.03,2.6502000000000003,2.6233,0.7875,1.2962,1.4916,206,398.01,1.492,1.0102542599016506
0.15,16.0,0.04,4.4227,5.4939,1.1051,1.3486,3.0436,630,1857.58,3.937,0.15,16.0,0.04,0.8050201132164764,4.357666666666667,1.0828666666666666,0.15,16.0,0.04,2.4953,2.7285,0.8219,1.3254,1.3468,206,374.61,1.492,0.9145317940260216
0.15,16.0,0.05,3.6039,5.9922,0.979,1.2989,2.2816,630,1495.71,3.937,0.15,16.0,0.05,0.6014318614198457,3.645,0.9859000000000001,0.15,16.0,0.05,2.1574,3.0309,0.7773,1.2962,1.0496,206,323.62,1.492,0.711801775050315
0.15,16.0,0.06,2.9613,5.6763,0.904,1.2656,1.9898,630,1217.53,3.937,0.15,16.0,0.06,0.5216954706410866,2.9698666666666664,0.9047666666666666,0.15,16.0,0.06,2.6368,2.4291,1.0797,1.4086,1.6033,206,395.98,1.492,1.0855049195175168
0.15,24.0,0.03,5.2635000000000005,5.3666,1.212,1.3967,3.6826,630,2237.96,3.937,0.15,24.0,0.03,0.9807885812246115,5.160166666666666,1.2051666666666667,0.15,24.0,0.03,2.6502000000000003,2.6233,0.7875,1.2962,1.4916,206,398.01,1.492,1.0102542599016506
