target_vol_is,max_lev_is,vol_floor_is,cagr_pct_is,equity_dd_pct_is,sharpe_is,profit_factor_is,recovery_factor_is,trades_is,net_profit_is,years_is,vt_r,lev_r,vfl_r,calmar_is,cagr_robust,sharpe_robust,target_vol_oos,max_lev_oos,vol_floor_oos,cagr_pct_oos,equity_dd_pct_oos,sharpe_oos,profit_factor_oos,recovery_factor_oos,trades_oos,net_profit_oos,years_oos,calmar_oos,cagr_avg
0.45,80.0,0.02,8.9574,9.0944,1.0668,1.3569,3.3627,630,4017.83,3.937,0.45,80.0,0.02,0.984935784658691,9.122566666666666,1.0806666666666667,0.45,80.0,0.02,4.0663,5.9572,0.5571,1.217,0.99,206,612.77,1.492,0.682585778553683,6.51185
0.45,48.0,0.02,8.9574,9.0944,1.0668,1.3569,3.3627,630,4017.83,3.937,0.45,48.0,0.02,0.984935784658691,9.122566666666668,1.0806666666666667,0.45,48.0,0.02,4.0663,5.9572,0.5571,1.217,0.99,206,612.77,1.492,0.682585778553683,6.51185
0.45,64.0,0.02,8.9574,9.0944,1.0668,1.3569,3.3627,630,4017.83,3.937,0.45,64.0,0.02,0.984935784658691,9.122566666666668,1.0806666666666667,0.45,64.0,0.02,4.0663,5.9572,0.5571,1.217,0.99,206,612.77,1.492,0.682585778553683,6.51185
0.4,24.0,0.04,9.0806,8.6405,1.1837,1.3985,3.7093,630,4080.34,3.937,0.4,24.0,0.04,1.0509345523985882,9.0419,1.1876333333333333,0.4,24.0,0.04,3.8617,4.5085,0.6424,1.2321,1.2522,206,581.66,1.492,0.8565376511034712,6.47115
0.4,32.0,0.04,9.0806,8.6405,1.1837,1.3985,3.7093,630,4080.34,3.937,0.4,32.0,0.04,1.0509345523985882,9.0419,1.1876333333333333,0.4,32.0,0.04,3.8617,4.5085,0.6424,1.2321,1.2522,206,581.66,1.492,0.8565376511034712,6.47115
0.4,40.0,0.04,9.0806,8.6405,1.1837,1.3985,3.7093,630,4080.34,3.937,0.4,40.0,0.04,1.0509345523985882,9.0419,1.1876333333333333,0.4,40.0,0.04,3.8617,4.5085,0.6424,1.2321,1.2522,206,581.66,1.492,0.8565376511034712,6.47115
0.4,16.0,0.04,9.0806,8.6405,1.1837,1.3985,3.7093,630,4080.34,3.937,0.4,16.0,0.04,1.0509345523985882,9.008811111111111,1.1992,0.4,16.0,0.04,3.8617,4.5085,0.6424,1.2321,1.2522,206,581.66,1.492,0.8565376511034712,6.47115
0.4,64.0,0.04,9.0806,8.6405,1.1837,1.3985,3.7093,630,4080.34,3.937,0.4,64.0,0.04,1.0509345523985882,9.0419,1.1876333333333333,0.4,64.0,0.04,3.8617,4.5085,0.6424,1.2321,1.2522,206,581.66,1.492,0.8565376511034712,6.47115
0.4,72.0,0.04,9.0806,8.6405,1.1837,1.3985,3.7093,630,4080.34,3.937,0.4,72.0,0.04,1.0509345523985882,9.0419,1.1876333333333333,0.4,72.0,0.04,3.8617,4.5085,0.6424,1.2321,1.2522,206,581.66,1.492,0.8565376511034712,6.47115
0.4,56.0,0.04,9.0806,8.6405,1.1837,1.3985,3.7093,630,4080.34,3.937,0.4,56.0,0.04,1.0509345523985882,9.0419,1.1876333333333333,0.4,56.0,0.04,3.8617,4.5085,0.6424,1.2321,1.2522,206,581.66,1.492,0.8565376511034712,6.47115
0.4,80.0,0.04,9.0806,8.6405,1.1837,1.3985,3.7093,630,4080.34,3.937,0.4,80.0,0.04,1.0509345523985882,9.0419,1.1876333333333333,0.4,80.0,0.04,3.8617,4.5085,0.6424,1.2321,1.2522,206,581.66,1.492,0.8565376511034712,6.47115
0.4,48.0,0.04,9.0806,8.6405,1.1837,1.3985,3.7093,630,4080.34,3.937,0.4,48.0,0.04,1.0509345523985882,9.0419,1.1876333333333333,0.4,48.0,0.04,3.8617,4.5085,0.6424,1.2321,1.2522,206,581.66,1.492,0.8565376511034712,6.47115
