timestamp_utc,spread_10y2y,unemp_rising,spread_threshold,macro_ok
2021-02-11T00:00:00Z,1.050000,0,0.5000,0
2021-02-12T00:00:00Z,1.090000,0,0.5000,0
2021-02-16T00:00:00Z,1.170000,0,0.5000,0
2021-02-17T00:00:00Z,1.180000,0,0.5000,0
2021-02-18T00:00:00Z,1.180000,0,0.5000,0
2021-02-19T00:00:00Z,1.230000,0,0.5000,0
2021-02-22T00:00:00Z,1.260000,0,0.5000,0
2021-02-23T00:00:00Z,1.260000,0,0.5000,0
2021-02-24T00:00:00Z,1.260000,0,0.5000,0
2021-02-25T00:00:00Z,1.370000,0,0.5000,0
2021-02-26T00:00:00Z,1.300000,0,0.5000,0
2021-03-01T00:00:00Z,1.320000,0,0.5000,0
2021-03-02T00:00:00Z,1.290000,0,0.5000,0
2021-03-03T00:00:00Z,1.330000,0,0.5000,0
2021-03-04T00:00:00Z,1.400000,0,0.5000,0
2021-03-05T00:00:00Z,1.420000,0,0.5000,0
2021-03-08T00:00:00Z,1.420000,0,0.5000,0
2021-03-09T00:00:00Z,1.380000,0,0.5000,0
2021-03-10T00:00:00Z,1.370000,0,0.5000,0
2021-03-11T00:00:00Z,1.400000,0,0.5000,0
2021-03-12T00:00:00Z,1.500000,0,0.5000,0
2021-03-15T00:00:00Z,1.480000,0,0.5000,0
2021-03-16T00:00:00Z,1.470000,0,0.5000,0
2021-03-17T00:00:00Z,1.500000,0,0.5000,0
2021-03-18T00:00:00Z,1.550000,0,0.5000,0
2021-03-19T00:00:00Z,1.580000,0,0.5000,0
2021-03-22T00:00:00Z,1.540000,0,0.5000,0
2021-03-23T00:00:00Z,1.480000,0,0.5000,0
2021-03-24T00:00:00Z,1.480000,0,0.5000,0
2021-03-25T00:00:00Z,1.490000,0,0.5000,0
2021-03-26T00:00:00Z,1.530000,0,0.5000,0
2021-03-29T00:00:00Z,1.590000,0,0.5000,0
2021-03-30T00:00:00Z,1.570000,0,0.5000,0
2021-03-31T00:00:00Z,1.580000,0,0.5000,0
2021-04-01T00:00:00Z,1.520000,0,0.5000,0
2021-04-02T00:00:00Z,1.530000,0,0.5000,0
2021-04-05T00:00:00Z,1.560000,0,0.5000,0
2021-04-06T00:00:00Z,1.510000,0,0.5000,0
2021-04-07T00:00:00Z,1.520000,0,0.5000,0
2021-04-08T00:00:00Z,1.500000,0,0.5000,0
2021-04-09T00:00:00Z,1.510000,0,0.5000,0
2021-04-12T00:00:00Z,1.510000,0,0.5000,0
2021-04-13T00:00:00Z,1.480000,0,0.5000,0
2021-04-14T00:00:00Z,1.480000,0,0.5000,0
2021-04-15T00:00:00Z,1.400000,0,0.5000,0
2021-04-16T00:00:00Z,1.430000,0,0.5000,0
2021-04-19T00:00:00Z,1.450000,0,0.5000,0
2021-04-20T00:00:00Z,1.430000,0,0.5000,0
2021-04-21T00:00:00Z,1.420000,0,0.5000,0
2021-04-22T00:00:00Z,1.410000,0,0.5000,0
2021-04-23T00:00:00Z,1.420000,0,0.5000,0
2021-04-26T00:00:00Z,1.400000,0,0.5000,0
2021-04-27T00:00:00Z,1.460000,0,0.5000,0
2021-04-28T00:00:00Z,1.460000,0,0.5000,0
2021-04-29T00:00:00Z,1.490000,0,0.5000,0
2021-04-30T00:00:00Z,1.490000,0,0.5000,0
2021-05-03T00:00:00Z,1.470000,0,0.5000,0
2021-05-04T00:00:00Z,1.450000,0,0.5000,0
2021-05-05T00:00:00Z,1.430000,0,0.5000,0
2021-05-06T00:00:00Z,1.420000,0,0.5000,0
2021-05-07T00:00:00Z,1.460000,0,0.5000,0
2021-05-10T00:00:00Z,1.470000,0,0.5000,0
2021-05-11T00:00:00Z,1.480000,0,0.5000,0
2021-05-12T00:00:00Z,1.530000,0,0.5000,0
2021-05-13T00:00:00Z,1.500000,0,0.5000,0
2021-05-14T00:00:00Z,1.470000,0,0.5000,0
2021-05-17T00:00:00Z,1.480000,0,0.5000,0
2021-05-18T00:00:00Z,1.480000,0,0.5000,0
2021-05-19T00:00:00Z,1.520000,0,0.5000,0
2021-05-20T00:00:00Z,1.480000,0,0.5000,0
2021-05-21T00:00:00Z,1.460000,0,0.5000,0
2021-05-24T00:00:00Z,1.460000,0,0.5000,0
2021-05-25T00:00:00Z,1.410000,0,0.5000,0
2021-05-26T00:00:00Z,1.440000,0,0.5000,0
2021-05-27T00:00:00Z,1.470000,0,0.5000,0
2021-05-28T00:00:00Z,1.440000,0,0.5000,0
2021-06-01T00:00:00Z,1.460000,0,0.5000,0
2021-06-02T00:00:00Z,1.460000,0,0.5000,0
2021-06-03T00:00:00Z,1.470000,0,0.5000,0
2021-06-04T00:00:00Z,1.420000,0,0.5000,0
2021-06-07T00:00:00Z,1.410000,0,0.5000,0
2021-06-08T00:00:00Z,1.390000,0,0.5000,0
2021-06-09T00:00:00Z,1.340000,0,0.5000,0
2021-06-10T00:00:00Z,1.310000,0,0.5000,0
2021-06-11T00:00:00Z,1.310000,0,0.5000,0
2021-06-14T00:00:00Z,1.350000,0,0.5000,0
2021-06-15T00:00:00Z,1.350000,0,0.5000,0
2021-06-16T00:00:00Z,1.360000,0,0.5000,0
2021-06-17T00:00:00Z,1.290000,0,0.5000,0
2021-06-18T00:00:00Z,1.190000,0,0.5000,0
2021-06-21T00:00:00Z,1.230000,0,0.5000,0
2021-06-22T00:00:00Z,1.230000,0,0.5000,0
2021-06-23T00:00:00Z,1.240000,0,0.5000,0
2021-06-24T00:00:00Z,1.230000,0,0.5000,0
2021-06-25T00:00:00Z,1.260000,0,0.5000,0
2021-06-28T00:00:00Z,1.240000,0,0.5000,0
2021-06-29T00:00:00Z,1.220000,0,0.5000,0
2021-06-30T00:00:00Z,1.200000,0,0.5000,0
2021-07-01T00:00:00Z,1.230000,0,0.5000,0
2021-07-02T00:00:00Z,1.200000,0,0.5000,0
2021-07-06T00:00:00Z,1.150000,0,0.5000,0
2021-07-07T00:00:00Z,1.110000,0,0.5000,0
2021-07-08T00:00:00Z,1.110000,0,0.5000,0
2021-07-09T00:00:00Z,1.140000,0,0.5000,0
2021-07-12T00:00:00Z,1.150000,0,0.5000,0
2021-07-13T00:00:00Z,1.160000,0,0.5000,0
2021-07-14T00:00:00Z,1.140000,0,0.5000,0
2021-07-15T00:00:00Z,1.080000,0,0.5000,0
2021-07-16T00:00:00Z,1.060000,0,0.5000,0
2021-07-19T00:00:00Z,0.980000,0,0.5000,0
2021-07-20T00:00:00Z,1.030000,0,0.5000,0
2021-07-21T00:00:00Z,1.080000,0,0.5000,0
2021-07-22T00:00:00Z,1.070000,0,0.5000,0
2021-07-23T00:00:00Z,1.080000,0,0.5000,0
2021-07-26T00:00:00Z,1.070000,0,0.5000,0
2021-07-27T00:00:00Z,1.050000,0,0.5000,0
2021-07-28T00:00:00Z,1.060000,0,0.5000,0
2021-07-29T00:00:00Z,1.080000,0,0.5000,0
2021-07-30T00:00:00Z,1.050000,0,0.5000,0
2021-08-02T00:00:00Z,1.030000,0,0.5000,0
2021-08-03T00:00:00Z,1.020000,0,0.5000,0
2021-08-04T00:00:00Z,1.020000,0,0.5000,0
2021-08-05T00:00:00Z,1.020000,0,0.5000,0
2021-08-06T00:00:00Z,1.100000,0,0.5000,0
2021-08-09T00:00:00Z,1.100000,0,0.5000,0
2021-08-10T00:00:00Z,1.120000,0,0.5000,0
2021-08-11T00:00:00Z,1.120000,0,0.5000,0
2021-08-12T00:00:00Z,1.130000,0,0.5000,0
2021-08-13T00:00:00Z,1.060000,0,0.5000,0
2021-08-16T00:00:00Z,1.050000,0,0.5000,0
2021-08-17T00:00:00Z,1.030000,0,0.5000,0
2021-08-18T00:00:00Z,1.040000,0,0.5000,0
2021-08-19T00:00:00Z,1.020000,0,0.5000,0
2021-08-20T00:00:00Z,1.030000,0,0.5000,0
2021-08-23T00:00:00Z,1.020000,0,0.5000,0
2021-08-24T00:00:00Z,1.050000,0,0.5000,0
2021-08-25T00:00:00Z,1.120000,0,0.5000,0
2021-08-26T00:00:00Z,1.090000,0,0.5000,0
2021-08-27T00:00:00Z,1.090000,0,0.5000,0
2021-08-30T00:00:00Z,1.090000,0,0.5000,0
2021-08-31T00:00:00Z,1.100000,0,0.5000,0
2021-09-01T00:00:00Z,1.110000,0,0.5000,0
2021-09-02T00:00:00Z,1.090000,0,0.5000,0
2021-09-03T00:00:00Z,1.120000,0,0.5000,0
2021-09-07T00:00:00Z,1.160000,0,0.5000,0
2021-09-08T00:00:00Z,1.130000,0,0.5000,0
2021-09-09T00:00:00Z,1.070000,0,0.5000,0
2021-09-10T00:00:00Z,1.120000,0,0.5000,0
2021-09-13T00:00:00Z,1.120000,0,0.5000,0
2021-09-14T00:00:00Z,1.070000,0,0.5000,0
2021-09-15T00:00:00Z,1.100000,0,0.5000,0
2021-09-16T00:00:00Z,1.110000,0,0.5000,0
2021-09-17T00:00:00Z,1.140000,0,0.5000,0
2021-09-20T00:00:00Z,1.080000,0,0.5000,0
2021-09-21T00:00:00Z,1.110000,0,0.5000,0
2021-09-22T00:00:00Z,1.070000,0,0.5000,0
2021-09-23T00:00:00Z,1.140000,0,0.5000,0
2021-09-24T00:00:00Z,1.180000,0,0.5000,0
2021-09-27T00:00:00Z,1.170000,0,0.5000,0
2021-09-28T00:00:00Z,1.230000,0,0.5000,0
2021-09-29T00:00:00Z,1.250000,0,0.5000,0
2021-09-30T00:00:00Z,1.240000,0,0.5000,0
2021-10-01T00:00:00Z,1.210000,0,0.5000,0
2021-10-04T00:00:00Z,1.220000,0,0.5000,0
2021-10-05T00:00:00Z,1.260000,0,0.5000,0
2021-10-06T00:00:00Z,1.230000,0,0.5000,0
2021-10-07T00:00:00Z,1.260000,0,0.5000,0
2021-10-08T00:00:00Z,1.290000,0,0.5000,0
2021-10-12T00:00:00Z,1.240000,0,0.5000,0
2021-10-13T00:00:00Z,1.190000,0,0.5000,0
2021-10-14T00:00:00Z,1.160000,0,0.5000,0
2021-10-15T00:00:00Z,1.180000,0,0.5000,0
2021-10-18T00:00:00Z,1.150000,0,0.5000,0
2021-10-19T00:00:00Z,1.240000,0,0.5000,0
2021-10-20T00:00:00Z,1.250000,0,0.5000,0
2021-10-21T00:00:00Z,1.230000,0,0.5000,0
2021-10-22T00:00:00Z,1.180000,0,0.5000,0
2021-10-25T00:00:00Z,1.170000,0,0.5000,0
2021-10-26T00:00:00Z,1.160000,0,0.5000,0
2021-10-27T00:00:00Z,1.040000,0,0.5000,0
2021-10-28T00:00:00Z,1.070000,0,0.5000,0
2021-10-29T00:00:00Z,1.070000,0,0.5000,0
2021-11-01T00:00:00Z,1.080000,0,0.5000,0
2021-11-02T00:00:00Z,1.100000,0,0.5000,0
2021-11-03T00:00:00Z,1.130000,0,0.5000,0
2021-11-04T00:00:00Z,1.120000,0,0.5000,0
2021-11-05T00:00:00Z,1.060000,0,0.5000,0
2021-11-08T00:00:00Z,1.060000,0,0.5000,0
2021-11-09T00:00:00Z,1.050000,0,0.5000,0
2021-11-10T00:00:00Z,1.050000,0,0.5000,0
2021-11-12T00:00:00Z,1.050000,0,0.5000,0
2021-11-15T00:00:00Z,1.100000,0,0.5000,0
2021-11-16T00:00:00Z,1.090000,0,0.5000,0
2021-11-17T00:00:00Z,1.080000,0,0.5000,0
2021-11-18T00:00:00Z,1.070000,0,0.5000,0
2021-11-19T00:00:00Z,1.020000,0,0.5000,0
2021-11-22T00:00:00Z,1.000000,0,0.5000,0
2021-11-23T00:00:00Z,1.070000,0,0.5000,0
2021-11-24T00:00:00Z,1.000000,0,0.5000,0
2021-11-26T00:00:00Z,0.980000,0,0.5000,0
2021-11-29T00:00:00Z,1.010000,0,0.5000,0
2021-11-30T00:00:00Z,0.910000,0,0.5000,0
2021-12-01T00:00:00Z,0.870000,0,0.5000,0
2021-12-02T00:00:00Z,0.810000,0,0.5000,0
2021-12-03T00:00:00Z,0.750000,0,0.5000,0
2021-12-06T00:00:00Z,0.780000,0,0.5000,0
2021-12-07T00:00:00Z,0.780000,0,0.5000,0
2021-12-08T00:00:00Z,0.840000,0,0.5000,0
2021-12-09T00:00:00Z,0.790000,0,0.5000,0
2021-12-10T00:00:00Z,0.810000,0,0.5000,0
2021-12-13T00:00:00Z,0.760000,0,0.5000,0
2021-12-14T00:00:00Z,0.770000,0,0.5000,0
2021-12-15T00:00:00Z,0.780000,0,0.5000,0
2021-12-16T00:00:00Z,0.800000,0,0.5000,0
2021-12-17T00:00:00Z,0.750000,0,0.5000,0
2021-12-20T00:00:00Z,0.780000,0,0.5000,0
2021-12-21T00:00:00Z,0.780000,0,0.5000,0
2021-12-22T00:00:00Z,0.780000,0,0.5000,0
2021-12-23T00:00:00Z,0.790000,0,0.5000,0
2021-12-27T00:00:00Z,0.720000,0,0.5000,0
2021-12-28T00:00:00Z,0.750000,0,0.5000,0
2021-12-29T00:00:00Z,0.800000,0,0.5000,0
2021-12-30T00:00:00Z,0.790000,0,0.5000,0
2022-01-03T00:00:00Z,0.790000,0,0.5000,0
2022-01-03T00:00:00Z,0.850000,0,0.5000,0
2022-01-04T00:00:00Z,0.890000,0,0.5000,0
2022-01-05T00:00:00Z,0.880000,0,0.5000,0
2022-01-06T00:00:00Z,0.850000,0,0.5000,0
2022-01-07T00:00:00Z,0.890000,0,0.5000,0
2022-01-10T00:00:00Z,0.860000,0,0.5000,0
2022-01-11T00:00:00Z,0.850000,0,0.5000,0
2022-01-12T00:00:00Z,0.820000,0,0.5000,0
2022-01-13T00:00:00Z,0.790000,0,0.5000,0
2022-01-14T00:00:00Z,0.790000,0,0.5000,0
2022-01-18T00:00:00Z,0.810000,0,0.5000,0
2022-01-19T00:00:00Z,0.790000,0,0.5000,0
2022-01-20T00:00:00Z,0.750000,0,0.5000,0
2022-01-21T00:00:00Z,0.740000,0,0.5000,0
2022-01-24T00:00:00Z,0.760000,0,0.5000,0
2022-01-25T00:00:00Z,0.760000,0,0.5000,0
2022-01-26T00:00:00Z,0.720000,0,0.5000,0
2022-01-27T00:00:00Z,0.630000,0,0.5000,0
2022-01-28T00:00:00Z,0.630000,0,0.5000,0
2022-01-31T00:00:00Z,0.610000,0,0.5000,0
2022-02-01T00:00:00Z,0.630000,0,0.5000,0
2022-02-02T00:00:00Z,0.620000,0,0.5000,0
2022-02-03T00:00:00Z,0.630000,0,0.5000,0
2022-02-04T00:00:00Z,0.620000,0,0.5000,0
2022-02-07T00:00:00Z,0.620000,0,0.5000,0
2022-02-08T00:00:00Z,0.610000,0,0.5000,0
2022-02-09T00:00:00Z,0.580000,0,0.5000,0
2022-02-10T00:00:00Z,0.420000,0,0.5000,1
2022-02-11T00:00:00Z,0.420000,0,0.5000,1
2022-02-14T00:00:00Z,0.400000,0,0.5000,1
2022-02-15T00:00:00Z,0.470000,0,0.5000,1
2022-02-16T00:00:00Z,0.510000,0,0.5000,0
2022-02-17T00:00:00Z,0.480000,0,0.5000,1
2022-02-18T00:00:00Z,0.450000,0,0.5000,1
2022-02-23T00:00:00Z,0.380000,0,0.5000,1
2022-02-23T00:00:00Z,0.410000,0,0.5000,1
2022-02-24T00:00:00Z,0.420000,0,0.5000,1
2022-02-25T00:00:00Z,0.420000,0,0.5000,1
2022-02-28T00:00:00Z,0.390000,0,0.5000,1
2022-03-01T00:00:00Z,0.410000,0,0.5000,1
2022-03-02T00:00:00Z,0.360000,0,0.5000,1
2022-03-03T00:00:00Z,0.330000,0,0.5000,1
2022-03-04T00:00:00Z,0.240000,0,0.5000,1
2022-03-07T00:00:00Z,0.230000,0,0.5000,1
2022-03-08T00:00:00Z,0.230000,0,0.5000,1
2022-03-09T00:00:00Z,0.260000,0,0.5000,1
2022-03-10T00:00:00Z,0.260000,0,0.5000,1
2022-03-11T00:00:00Z,0.250000,0,0.5000,1
2022-03-14T00:00:00Z,0.270000,0,0.5000,1
2022-03-15T00:00:00Z,0.300000,0,0.5000,1
2022-03-16T00:00:00Z,0.240000,0,0.5000,1
2022-03-17T00:00:00Z,0.260000,0,0.5000,1
2022-03-18T00:00:00Z,0.170000,0,0.5000,1
2022-03-21T00:00:00Z,0.180000,0,0.5000,1
2022-03-22T00:00:00Z,0.200000,0,0.5000,1
2022-03-23T00:00:00Z,0.190000,0,0.5000,1
2022-03-24T00:00:00Z,0.210000,0,0.5000,1
2022-03-25T00:00:00Z,0.180000,0,0.5000,1
2022-03-28T00:00:00Z,0.110000,0,0.5000,1
2022-03-29T00:00:00Z,0.060000,0,0.5000,1
2022-03-30T00:00:00Z,0.040000,0,0.5000,1
2022-03-31T00:00:00Z,0.040000,0,0.5000,1
2022-04-01T00:00:00Z,-0.060000,0,0.5000,1
2022-04-04T00:00:00Z,-0.010000,0,0.5000,1
2022-04-05T00:00:00Z,0.030000,0,0.5000,1
2022-04-06T00:00:00Z,0.110000,0,0.5000,1
2022-04-07T00:00:00Z,0.190000,0,0.5000,1
2022-04-08T00:00:00Z,0.190000,0,0.5000,1
2022-04-11T00:00:00Z,0.290000,0,0.5000,1
2022-04-12T00:00:00Z,0.330000,0,0.5000,1
2022-04-13T00:00:00Z,0.330000,0,0.5000,1
2022-04-14T00:00:00Z,0.360000,0,0.5000,1
2022-04-18T00:00:00Z,0.390000,0,0.5000,1
2022-04-19T00:00:00Z,0.320000,0,0.5000,1
2022-04-20T00:00:00Z,0.250000,0,0.5000,1
2022-04-21T00:00:00Z,0.220000,0,0.5000,1
2022-04-22T00:00:00Z,0.180000,0,0.5000,1
2022-04-25T00:00:00Z,0.180000,0,0.5000,1
2022-04-26T00:00:00Z,0.230000,0,0.5000,1
2022-04-27T00:00:00Z,0.240000,0,0.5000,1
2022-04-28T00:00:00Z,0.220000,0,0.5000,1
2022-04-29T00:00:00Z,0.190000,0,0.5000,1
2022-05-02T00:00:00Z,0.260000,0,0.5000,1
2022-05-03T00:00:00Z,0.190000,0,0.5000,1
2022-05-04T00:00:00Z,0.270000,0,0.5000,1
2022-05-05T00:00:00Z,0.340000,0,0.5000,1
2022-05-06T00:00:00Z,0.400000,0,0.5000,1
2022-05-09T00:00:00Z,0.440000,0,0.5000,1
2022-05-10T00:00:00Z,0.370000,0,0.5000,1
2022-05-11T00:00:00Z,0.250000,0,0.5000,1
2022-05-12T00:00:00Z,0.280000,0,0.5000,1
2022-05-13T00:00:00Z,0.320000,0,0.5000,1
2022-05-16T00:00:00Z,0.300000,0,0.5000,1
2022-05-17T00:00:00Z,0.270000,0,0.5000,1
2022-05-18T00:00:00Z,0.200000,0,0.5000,1
2022-05-19T00:00:00Z,0.210000,0,0.5000,1
2022-05-20T00:00:00Z,0.180000,0,0.5000,1
2022-05-23T00:00:00Z,0.210000,0,0.5000,1
2022-05-24T00:00:00Z,0.260000,0,0.5000,1
2022-05-25T00:00:00Z,0.270000,0,0.5000,1
2022-05-26T00:00:00Z,0.290000,0,0.5000,1
2022-05-27T00:00:00Z,0.270000,0,0.5000,1
2022-05-31T00:00:00Z,0.320000,0,0.5000,1
2022-06-01T00:00:00Z,0.280000,0,0.5000,1
2022-06-02T00:00:00Z,0.270000,0,0.5000,1
2022-06-03T00:00:00Z,0.300000,0,0.5000,1
2022-06-06T00:00:00Z,0.310000,0,0.5000,1
2022-06-07T00:00:00Z,0.230000,0,0.5000,1
2022-06-08T00:00:00Z,0.250000,0,0.5000,1
2022-06-09T00:00:00Z,0.210000,0,0.5000,1
2022-06-10T00:00:00Z,0.090000,0,0.5000,1
2022-06-13T00:00:00Z,0.030000,0,0.5000,1
2022-06-14T00:00:00Z,0.040000,0,0.5000,1
2022-06-15T00:00:00Z,0.130000,0,0.5000,1
2022-06-16T00:00:00Z,0.140000,0,0.5000,1
2022-06-17T00:00:00Z,0.080000,0,0.5000,1
2022-06-21T00:00:00Z,0.100000,0,0.5000,1
2022-06-22T00:00:00Z,0.100000,0,0.5000,1
2022-06-23T00:00:00Z,0.080000,0,0.5000,1
2022-06-24T00:00:00Z,0.090000,0,0.5000,1
2022-06-27T00:00:00Z,0.120000,0,0.5000,1
2022-06-28T00:00:00Z,0.100000,0,0.5000,1
2022-06-29T00:00:00Z,0.040000,0,0.5000,1
2022-06-30T00:00:00Z,0.060000,0,0.5000,1
2022-07-01T00:00:00Z,0.040000,0,0.5000,1
2022-07-05T00:00:00Z,0.000000,0,0.5000,1
2022-07-06T00:00:00Z,-0.040000,0,0.5000,1
2022-07-07T00:00:00Z,-0.020000,0,0.5000,1
2022-07-08T00:00:00Z,-0.030000,0,0.5000,1
2022-07-11T00:00:00Z,-0.080000,0,0.5000,1
2022-07-12T00:00:00Z,-0.070000,0,0.5000,1
2022-07-13T00:00:00Z,-0.220000,0,0.5000,1
2022-07-14T00:00:00Z,-0.190000,0,0.5000,1
2022-07-15T00:00:00Z,-0.200000,0,0.5000,1
2022-07-18T00:00:00Z,-0.190000,0,0.5000,1
2022-07-19T00:00:00Z,-0.220000,0,0.5000,1
2022-07-20T00:00:00Z,-0.210000,0,0.5000,1
2022-07-21T00:00:00Z,-0.190000,0,0.5000,1
2022-07-22T00:00:00Z,-0.210000,0,0.5000,1
2022-07-25T00:00:00Z,-0.190000,0,0.5000,1
2022-07-26T00:00:00Z,-0.210000,0,0.5000,1
2022-07-27T00:00:00Z,-0.180000,0,0.5000,1
2022-07-28T00:00:00Z,-0.170000,0,0.5000,1
2022-07-29T00:00:00Z,-0.220000,0,0.5000,1
2022-08-01T00:00:00Z,-0.300000,0,0.5000,1
2022-08-02T00:00:00Z,-0.310000,0,0.5000,1
2022-08-03T00:00:00Z,-0.370000,0,0.5000,1
2022-08-04T00:00:00Z,-0.350000,0,0.5000,1
2022-08-05T00:00:00Z,-0.410000,0,0.5000,1
2022-08-08T00:00:00Z,-0.440000,0,0.5000,1
2022-08-09T00:00:00Z,-0.480000,0,0.5000,1
2022-08-10T00:00:00Z,-0.450000,0,0.5000,1
2022-08-11T00:00:00Z,-0.360000,0,0.5000,1
2022-08-12T00:00:00Z,-0.410000,0,0.5000,1
2022-08-15T00:00:00Z,-0.410000,0,0.5000,1
2022-08-16T00:00:00Z,-0.430000,0,0.5000,1
2022-08-17T00:00:00Z,-0.390000,0,0.5000,1
2022-08-18T00:00:00Z,-0.340000,0,0.5000,1
2022-08-19T00:00:00Z,-0.270000,0,0.5000,1
2022-08-22T00:00:00Z,-0.290000,0,0.5000,1
