target_vol,max_lev,vol_floor,cagr_pct,equity_dd_pct,sharpe,profit_factor,recovery_factor,trades,net_profit,years
0.75,48.0,0.02,28.365099999999998,6.8048,2.2285,2.3539,3.6399,155,2834.32,0.999
0.75,48.0,0.01,26.2808,8.1362,1.9914,2.217,3.0283,155,2626.06,0.999
0.75,64.0,0.01,25.6026,8.7514,1.8731,2.1764,2.7219,155,2558.3,0.999
0.75,64.0,0.02,28.365099999999998,6.8048,2.2285,2.3539,3.6399,155,2834.32,0.999
0.75,80.0,0.01,25.6026,8.7514,1.8731,2.1764,2.7219,155,2558.3,0.999
0.75,80.0,0.02,28.365099999999998,6.8048,2.2285,2.3539,3.6399,155,2834.32,0.999
1.0,48.0,0.02,32.5625,8.3608,2.1522,2.3001,3.5745,155,3253.69,0.999
1.0,48.0,0.01,32.5625,8.3608,2.1522,2.3001,3.5745,155,3253.69,0.999
1.0,64.0,0.01,29.930699999999998,10.2833,1.8496,2.1631,2.6694,155,2990.74,0.999
1.0,64.0,0.02,32.2736,8.544,2.1231,2.2849,3.5302,155,3224.83,0.999
1.0,80.0,0.02,32.2736,8.544,2.1231,2.2849,3.5302,155,3224.83,0.999
1.0,80.0,0.01,28.782600000000002,11.1557,1.7152,2.0929,2.3447,155,2876.03,0.999
1.25,48.0,0.01,37.4998,8.6016,2.2091,2.3066,3.5737,155,3746.98,0.999
1.25,48.0,0.02,37.4998,8.6016,2.2091,2.3066,3.5737,155,3746.98,0.999
1.25,64.0,0.01,34.809400000000004,10.4536,1.9491,2.1872,3.0538,155,3478.18,0.999
1.25,64.0,0.02,35.4886,10.2893,1.9902,2.2184,3.172,155,3546.04,0.999
1.25,80.0,0.01,32.297799999999995,12.3303,1.6938,2.0671,2.3517,155,3227.25,0.999
1.25,80.0,0.02,35.4886,10.2893,1.9902,2.2184,3.172,155,3546.04,0.999
1.5,48.0,0.01,42.416,9.4136,2.242,2.3214,3.5442,155,4238.15,0.999
1.5,48.0,0.02,42.416,9.4136,2.242,2.3214,3.5442,155,4238.15,0.999
1.5,64.0,0.02,40.0555,10.6166,2.0636,2.2379,3.4597,155,4002.32,0.999
1.5,64.0,0.01,40.0555,10.6166,2.0636,2.2379,3.4597,155,4002.32,0.999
1.5,80.0,0.01,37.0407,12.4566,1.8004,2.1241,2.6694,155,3701.11,0.999
1.5,80.0,0.02,38.236599999999996,11.8898,1.8836,2.165,2.9075,155,3820.6,0.999
