deals_file,n_returns,sharpe_annualized,psr_sr0,psr_sr1,dsr,n_trials,bootstrap_sharpe_p5,bootstrap_sharpe_p50,bootstrap_sharpe_p95,bootstrap_cagr_p5,bootstrap_cagr_p50,bootstrap_cagr_p95
reports/mt5/deals_phase_e.csv,1382,1.3848505446833679,0.9996870220657464,0.8290582462795206,0.9449663412452955,35,0.7526796293456604,1.3994712517957977,2.049006285425539,0.04617257566101222,0.09229275992583685,0.14398058177133882
