ts_decision,event,scenario,level,d,atr,v,m,a,ctx_ema,ctx_vwap,ctx_dxy,vwap,ema50_h1,dxy,stop,target,r_est,fill_px,exit_px,exit_reason,cancel_reason
2022-11-04 01:00:00,ARM,,1630.000,-1,0.635194,-0.430315,-0.163608,-0.378146,1,-1,1,1630.176712,1635.795278,108.352285,,,,,,,
2022-11-04 01:10:00,CANCEL,,1630.000,-1,0.679479,0.117737,-0.225169,0.589417,1,-1,1,1630.197991,1635.795278,108.352285,,,,,,,zone
2022-11-04 03:20:00,ARM,,1640.000,1,0.964636,0.639274,1.313743,0.268677,1,1,-1,1631.850154,1635.744661,108.168036,,,,,,,
2022-11-04 03:35:00,CANCEL,,1640.000,1,0.898584,-0.237410,1.005530,-0.876684,1,1,-1,1632.180980,1635.744661,108.168036,,,,,,,zone
2022-11-04 07:00:00,ARM,,1650.000,1,1.385476,0.312769,0.295869,0.404579,1,1,-1,1636.933746,1637.129157,108.022083,,,,,,,
2022-11-04 07:05:00,CANCEL,,1650.000,1,1.358656,0.107950,0.223095,0.226614,1,1,-1,1637.041591,1637.129157,108.022083,,,,,,,zone
2022-11-04 08:05:00,ARM,,1650.000,1,1.467617,0.967555,0.072778,1.233953,1,1,-1,1637.976270,1637.433700,107.957045,,,,,,,
2022-11-04 08:20:00,CANCEL,,1650.000,1,1.389794,-0.166691,0.200441,-1.134246,1,1,-1,1638.235333,1637.433700,107.957045,,,,,,,zone
2022-11-04 12:05:00,ARM,,1650.000,-1,1.247558,-0.271196,-0.048592,-0.484941,-1,-1,1,1641.174059,1639.100122,107.839870,,,,,,,
2022-11-04 12:20:00,CANCEL,,1650.000,-1,1.267462,-0.247213,-0.587617,0.023983,-1,-1,1,1641.337428,1639.100122,107.839870,,,,,,,sweep
2022-11-04 13:55:00,ARM,,1670.000,1,2.763181,0.557932,0.809136,0.783814,1,1,1,1643.223099,1639.903647,107.246642,,,,,,,
2022-11-04 14:05:00,CANCEL,,1670.000,1,2.797743,0.544486,0.760447,0.368792,1,1,1,1643.480713,1640.979386,107.246642,,,,,,,sweep
2022-11-04 15:25:00,ARM,,1670.000,-1,2.376798,-0.368844,-0.063157,-0.364710,-1,-1,-1,1645.689841,1642.241763,107.129445,,,,,,,
2022-11-04 16:00:00,BREAK,BREAK_SHORT,1670.000,-1,2.215424,-0.562721,-0.693209,-0.750154,-1,-1,-1,1646.504109,1643.374635,106.570700,,,,,,,
2022-11-04 16:05:00,CANCEL,BREAK_SHORT,1670.000,-1,2.222894,-0.155953,-0.241548,-0.211151,-1,-1,-1,1646.610099,1643.374635,106.570700,,,,,,,hold
2022-11-04 18:40:00,ARM,,1680.000,1,1.330359,0.816822,1.054573,0.320365,1,1,1,1649.996078,1645.713895,106.753456,,,,,,,
2022-11-04 18:45:00,CANCEL,,1680.000,1,1.323905,0.156104,0.868922,-0.708052,1,1,1,1650.110093,1645.713895,106.753456,,,,,,,zone
2022-11-07 02:45:00,ARM,,1670.000,-1,1.258340,-0.392051,-0.584994,-0.699681,-1,1,-1,1673.209852,1652.294472,106.620694,,,,,,,
2022-11-07 02:50:00,CANCEL,,1670.000,-1,1.269172,-0.149704,-0.252471,-0.464888,-1,1,-1,1673.166304,1652.294472,106.620694,,,,,,,zone
2022-11-07 07:05:00,ARM,,1670.000,-1,0.983703,-0.464232,-0.454859,-0.673676,-1,1,-1,1672.733540,1655.904861,106.575516,,,,,,,
2022-11-07 07:10:00,BREAK,BREAK_SHORT,1670.000,-1,1.022010,-0.600125,-0.675075,-0.456966,-1,1,-1,1672.699932,1655.904861,106.575516,,,,,,,
2022-11-07 07:25:00,CANCEL,BREAK_SHORT,1670.000,-1,1.068916,-0.617448,-1.047846,-0.017323,-1,1,-1,1672.557195,1655.904861,106.575516,1671.068916,1660.000000,,,,,ctx
2022-11-07 09:10:00,ARM,,1680.000,1,1.590049,0.767272,1.392497,0.439148,1,1,1,1672.464918,1657.105064,106.067983,,,,,,,
2022-11-07 09:25:00,CANCEL,,1680.000,1,1.526450,0.279516,1.216012,-0.487756,1,1,1,1672.618053,1657.105064,106.067983,,,,,,,sweep
2022-11-07 10:10:00,ARM,,1680.000,1,1.348805,0.249604,0.201182,0.511924,1,1,1,1673.051779,1657.942513,106.038934,,,,,,,
2022-11-07 10:15:00,CANCEL,,1680.000,1,1.299604,0.085924,0.161041,0.115248,1,1,1,1673.100074,1657.942513,106.038934,,,,,,,sweep
2022-11-07 14:10:00,ARM,,1680.000,1,1.487903,0.459259,0.725615,0.263734,1,1,1,1674.156071,1660.838920,105.907261,,,,,,,
2022-11-07 14:15:00,CANCEL,,1680.000,1,1.458767,0.269634,0.633247,-0.145287,1,1,1,1674.186694,1660.838920,105.907261,,,,,,,sweep
2022-11-07 14:50:00,ARM,,1680.000,1,1.751265,0.264571,0.534075,0.396363,1,1,1,1674.376053,1660.838920,105.907261,,,,,,,
2022-11-07 14:55:00,SWEEP,REV_SHORT,1680.000,1,1.746175,-0.074448,0.302533,-0.426960,-1,-1,-1,1674.405393,1660.838920,105.907261,1681.823087,1670.000000,,,,,
2022-11-07 14:55:00,ENTRY,REV_SHORT,1680.000,1,1.746175,-0.074448,0.302533,-0.426960,-1,-1,-1,1674.405393,1660.838920,105.907261,1681.823087,1670.000000,4.294503,1679.765,,,
2022-11-07 18:55:00,EXIT,REV_SHORT,1680.000,1,0.912814,0.111377,-0.079062,0.514065,-1,-1,-1,1675.007092,1663.448251,105.693095,1681.823087,1670.000000,4.294503,1679.765,1677.065,TIME,
2022-11-08 04:30:00,ARM,,1670.000,-1,0.632993,-0.895218,-1.345342,-0.679380,-1,1,-1,1673.565323,1666.754519,105.779314,,,,,,,
2022-11-08 04:50:00,BREAK,BREAK_SHORT,1670.000,-1,0.612535,-0.451675,-1.592925,0.331642,-1,1,-1,1673.369249,1666.754519,105.779314,,,,,,,
2022-11-08 04:55:00,CANCEL,BREAK_SHORT,1670.000,-1,0.620925,0.053683,-1.259910,0.733074,-1,1,-1,1673.319352,1666.754519,105.779314,,,,,,,hold
2022-11-08 04:55:00,SWEEP,REV_LONG,1670.000,-1,0.620925,0.053683,-1.259910,0.733074,1,-1,1,1673.319352,1666.754519,105.779314,1668.979537,1680.000000,,,,,
2022-11-08 04:55:00,ENTRY,REV_LONG,1670.000,-1,0.620925,0.053683,-1.259910,0.733074,1,-1,1,1673.319352,1666.754519,105.779314,1668.979537,1680.000000,8.257295,1670.310,,,
2022-11-08 05:05:00,EXIT,REV_LONG,1670.000,-1,0.643655,-0.269295,-1.583183,0.182380,1,-1,1,1673.215315,1666.882577,105.860201,1668.979537,1680.000000,8.257295,1670.310,1668.980,STOP,
2022-11-08 06:00:00,ARM,,1670.000,1,0.835330,0.307264,0.048382,0.248392,1,-1,1,1672.674039,1666.936593,105.948448,,,,,,,
2022-11-08 06:05:00,BREAK,BREAK_LONG,1670.000,1,0.836377,0.374632,0.503918,-0.171719,1,-1,1,1672.646124,1666.936593,105.948448,,,,,,,
2022-11-08 06:10:00,CANCEL,BREAK_LONG,1670.000,1,0.856636,0.634264,0.330247,1.132165,1,-1,1,1672.617663,1666.936593,105.948448,,,,,,,hold
2022-11-08 09:25:00,ARM,,1670.000,1,1.226887,0.695527,0.043529,0.820935,1,-1,1,1671.547368,1667.183159,106.041656,,,,,,,
2022-11-08 09:35:00,BREAK,BREAK_LONG,1670.000,1,1.209816,0.559314,0.245769,-0.083667,1,-1,1,1671.518711,1667.183159,106.041656,,,,,,,
2022-11-08 09:50:00,CANCEL,BREAK_LONG,1670.000,1,1.161248,0.002870,0.994361,-0.556443,1,-1,1,1671.499008,1667.183159,106.041656,1668.838752,1680.000000,,,,,ctx
2022-11-08 11:00:00,ARM,,1670.000,-1,0.947282,-0.219927,-0.193510,-0.294215,-1,1,-1,1671.443632,1667.471613,105.926540,,,,,,,
2022-11-08 11:05:00,CANCEL,,1670.000,-1,0.912476,-0.007306,-0.262583,-0.139578,-1,1,-1,1671.438984,1667.471613,105.926540,,,,,,,sweep
2022-11-08 12:15:00,ARM,,1670.000,-1,0.957050,-0.830677,-0.429823,-1.016514,-1,1,-1,1671.493875,1667.669981,105.883782,,,,,,,
2022-11-08 12:20:00,CANCEL,,1670.000,-1,0.981547,-0.517890,-0.570558,-0.484121,-1,1,-1,1671.489037,1667.669981,105.883782,,,,,,,sweep
2022-11-08 12:55:00,ARM,,1670.000,-1,0.965776,-0.352048,-0.499171,-0.717457,-1,1,-1,1671.487500,1667.669981,105.883782,,,,,,,
2022-11-08 13:00:00,CANCEL,,1670.000,-1,0.983935,0.118571,-0.253781,0.160395,-1,-1,-1,1671.487110,1667.795079,105.963942,,,,,,,zone
2022-11-08 15:10:00,ARM,,1700.000,1,2.680399,2.429986,2.629999,1.957053,1,1,1,1672.118846,1668.431221,105.745223,,,,,,,
2022-11-08 15:15:00,BREAK,BREAK_LONG,1700.000,1,3.182514,2.726356,2.771088,2.425399,1,1,1,1672.278529,1668.431221,105.745223,,,,,,,
2022-11-08 15:30:00,CANCEL,BREAK_LONG,1700.000,1,3.745606,0.280328,2.435808,-2.446028,1,1,1,1672.787069,1668.431221,105.745223,1696.254394,1710.000000,0.120663,,,,r
2022-11-08 17:10:00,ARM,,1710.000,-1,2.418191,-0.479008,-0.231590,-0.283983,-1,-1,-1,1676.529901,1671.940020,104.970534,,,,,,,
2022-11-08 17:25:00,CANCEL,,1710.000,-1,2.257101,0.122576,-0.372179,0.601584,-1,-1,-1,1677.003596,1671.940020,104.970534,,,,,,,zone
2022-11-08 20:05:00,ARM,,1710.000,-1,1.631695,-0.214501,-0.183994,-0.356181,-1,-1,-1,1681.520636,1676.590728,105.191900,,,,,,,
2022-11-08 20:10:00,CANCEL,,1710.000,-1,1.583003,0.010529,-0.191477,-0.137830,-1,-1,-1,1681.638203,1676.590728,105.191900,,,,,,,zone
2022-11-08 23:05:00,ARM,,1710.000,-1,0.878087,-0.565624,-0.203828,-0.685840,-1,0,-1,,1679.323760,105.183012,,,,,,,
2022-11-08 23:10:00,CANCEL,,1710.000,-1,0.901795,-0.158942,-0.062422,-0.061839,-1,0,-1,,1679.323760,105.183012,,,,,,,zone
2022-11-09 00:05:00,ARM,,1710.000,-1,0.928188,-0.567414,-0.211486,-0.455316,-1,1,-1,1711.743095,1680.584397,105.077877,,,,,,,
2022-11-09 00:10:00,CANCEL,,1710.000,-1,0.908318,-0.370649,-0.454472,-0.259511,-1,1,-1,1711.652444,1680.584397,105.077877,,,,,,,sweep
2022-11-09 03:50:00,ARM,,1710.000,1,1.039978,0.346161,0.560708,0.720886,1,1,1,1709.764859,1683.686848,105.094542,,,,,,,
2022-11-09 03:55:00,CANCEL,,1710.000,1,1.036408,-0.035379,0.306388,0.119204,1,-1,1,1709.759611,1683.686848,105.094542,,,,,,,sweep
2022-11-09 05:45:00,ARM,,1710.000,1,1.098278,0.397592,0.423178,0.431409,1,1,1,1709.392561,1685.615341,105.206236,,,,,,,
2022-11-09 06:10:00,CANCEL,,1710.000,1,1.042096,-0.339060,0.036012,-0.476724,1,-1,1,1709.386245,1686.546112,105.249900,,,,,,,zone
2022-11-09 09:05:00,ARM,,1710.000,-1,1.519342,-0.530932,-0.702051,-0.347046,-1,-1,-1,1710.051270,1689.396080,105.170117,,,,,,,
2022-11-09 09:15:00,CANCEL,,1710.000,-1,1.498310,-0.215799,-0.608828,-0.255962,-1,-1,-1,1710.071358,1689.396080,105.170117,,,,,,,zone
2022-11-09 13:30:00,ARM,,1710.000,1,1.717006,0.726070,0.342979,1.414865,1,-1,1,1709.511305,1692.183352,105.461059,,,,,,,
2022-11-09 13:35:00,CANCEL,,1710.000,1,1.723648,0.714570,0.109699,1.404937,1,-1,1,1709.503551,1692.183352,105.461059,,,,,,,zone
2022-11-09 17:40:00,ARM,,1710.000,-1,1.562538,-0.213328,-0.460022,-0.271830,-1,-1,-1,1710.110837,1695.019304,105.669520,,,,,,,
2022-11-09 17:45:00,CANCEL,,1710.000,-1,1.516999,-0.347177,-0.241673,-0.608407,-1,-1,-1,1710.116224,1695.019304,105.669520,,,,,,,zone
2022-11-10 03:00:00,ARM,,1710.000,1,1.098805,0.467174,0.622640,0.532338,1,1,-1,1706.528707,1698.561971,105.878978,,,,,,,
2022-11-10 03:20:00,CANCEL,,1710.000,1,1.017686,-0.320990,0.530441,-1.032801,1,1,-1,1706.735723,1698.561971,105.878978,,,,,,,zone
2022-11-10 04:55:00,ARM,,1710.000,1,0.712153,0.313603,0.129714,0.477355,1,1,-1,1707.370787,1698.983070,105.785620,,,,,,,
2022-11-10 05:00:00,BREAK,BREAK_LONG,1710.000,1,0.760571,0.788881,0.360573,1.084105,1,1,-1,1707.408219,1699.400204,105.777657,,,,,,,
2022-11-10 05:15:00,ENTRY,BREAK_LONG,1710.000,1,0.762957,0.065535,0.567545,-0.723347,1,1,-1,1707.536842,1699.400204,105.777657,1709.237043,1720.000000,6.484896,1710.800,,,
2022-11-10 06:25:00,EXIT,BREAK_LONG,1710.000,1,0.906487,-0.945040,-0.582772,-0.824991,1,1,1,1708.063741,1699.896275,105.727804,1709.237043,1720.000000,6.484896,1710.800,1709.237,STOP,
2022-11-10 08:05:00,ARM,,1710.000,1,1.305436,1.069885,0.263148,1.179032,1,1,-1,1708.076227,1700.500175,106.028834,,,,,,,
2022-11-10 08:10:00,CANCEL,,1710.000,1,1.290762,0.805726,0.071567,0.951209,1,1,-1,1708.086141,1700.500175,106.028834,,,,,,,sweep
2022-11-10 14:05:00,ARM,,1740.000,1,3.344454,0.512291,2.302010,0.736791,1,1,1,1708.978755,1703.055857,104.556699,,,,,,,
2022-11-10 14:15:00,CANCEL,,1740.000,1,3.274453,0.420426,2.561924,0.315546,1,1,1,1709.301286,1703.055857,104.556699,,,,,,,sweep
2022-11-10 17:15:00,ARM,,1750.000,1,2.182698,0.244346,0.747247,0.312028,1,1,1,1715.493841,1708.175336,103.907805,,,,,,,
2022-11-10 17:30:00,CANCEL,,1750.000,1,2.123268,-0.358724,-0.378643,-0.603070,1,1,1,1715.940717,1708.175336,103.907805,,,,,,,zone
2022-11-11 01:10:00,ARM,,1750.000,-1,1.143324,-0.341111,-0.414079,-0.357062,-1,1,-1,1752.519136,1719.026473,103.830850,,,,,,,
2022-11-11 01:25:00,CANCEL,,1750.000,-1,1.121572,-0.068356,-0.553376,0.272754,-1,1,-1,1752.319667,1719.026473,103.830850,,,,,,,sweep
2022-11-11 04:00:00,ARM,,1750.000,-1,1.042550,-0.319729,-0.503946,-0.362731,-1,1,-1,1751.252240,1722.584884,103.843451,,,,,,,
2022-11-11 04:05:00,CANCEL,,1750.000,-1,1.034511,-0.325436,-0.186960,-0.523981,-1,1,-1,1751.240968,1722.584884,103.843451,,,,,,,sweep
2022-11-11 10:45:00,ARM,,1760.000,-1,1.932293,-0.517520,-0.303272,-0.320411,-1,-1,-1,1755.774953,1730.670957,102.979275,,,,,,,
2022-11-11 10:55:00,BREAK,BREAK_SHORT,1760.000,-1,2.033406,-0.911443,-0.810628,-0.801645,-1,-1,-1,1755.830475,1730.670957,102.979275,,,,,,,
2022-11-11 11:10:00,CANCEL,BREAK_SHORT,1760.000,-1,2.085662,-0.140643,-1.164023,0.770800,-1,-1,-1,1755.846032,1731.748567,103.073061,1762.085662,1750.000000,,,,,ctx
2022-11-11 12:25:00,ARM,,1760.000,1,1.725639,0.324517,0.425743,0.541351,1,1,1,1756.100340,1732.825878,102.781787,,,,,,,
2022-11-11 12:30:00,CANCEL,,1760.000,1,1.729522,0.156112,0.053411,0.287085,1,1,1,1756.120276,1732.825878,102.781787,,,,,,,sweep
2022-11-11 14:20:00,ARM,,1760.000,-1,1.743652,-0.862175,-0.364227,-0.771229,-1,-1,-1,1756.823306,1735.176306,102.576638,,,,,,,
2022-11-11 14:30:00,BREAK,BREAK_SHORT,1760.000,-1,1.832103,-0.616778,-0.490027,-0.308129,-1,-1,-1,1756.863993,1735.176306,102.576638,,,,,,,
2022-11-11 14:45:00,CANCEL,BREAK_SHORT,1760.000,-1,2.104038,0.040399,-0.764893,0.657176,-1,-1,-1,1756.888693,1735.176306,102.576638,1762.104038,1750.000000,,,,,ctx
2022-11-11 16:30:00,ARM,,1760.000,-1,1.945772,-0.477959,-0.575638,-0.343685,-1,-1,-1,1757.394115,1737.257567,102.467867,,,,,,,
2022-11-11 16:35:00,CANCEL,,1760.000,-1,1.884645,-0.238772,-0.228226,-0.075502,-1,-1,-1,1757.409851,1737.257567,102.467867,,,,,,,sweep
2022-11-11 21:50:00,ARM,,1770.000,1,1.294898,0.465931,0.450324,0.578102,1,1,1,1759.337242,1742.452745,102.155180,,,,,,,
2022-11-13 23:05:00,SWEEP,REV_SHORT,1770.000,1,1.809548,-1.442349,-0.818383,-2.309016,-1,0,-1,,1743.522834,102.199669,1771.944774,1760.000000,,,,,
2022-11-13 23:05:00,CANCEL,REV_SHORT,1770.000,1,1.809548,-1.442349,-0.818383,-2.309016,-1,0,-1,,1743.522834,102.199669,1771.944774,1760.000000,0.254733,,,,r
2022-11-14 02:05:00,ARM,,1760.000,-1,1.534994,-0.471229,-0.564188,-0.562859,-1,1,-1,1763.335676,1745.771110,102.450638,,,,,,,
2022-11-14 02:15:00,CANCEL,,1760.000,-1,1.452623,-0.257006,-0.854526,-0.098578,-1,1,-1,1763.231453,1745.771110,102.450638,,,,,,,zone
2022-11-14 04:20:00,ARM,,1760.000,-1,1.176040,-0.564040,-1.300958,-0.289438,-1,1,-1,1763.169531,1747.110333,102.463345,,,,,,,
2022-11-14 04:30:00,BREAK,BREAK_SHORT,1760.000,-1,1.151738,-0.451491,-1.481300,0.092481,-1,1,-1,1763.064899,1747.110333,102.463345,,,,,,,
2022-11-14 04:40:00,CANCEL,BREAK_SHORT,1760.000,-1,1.110529,0.129068,-1.096962,0.672022,-1,1,-1,1762.969853,1747.110333,102.463345,,,,,,,hold
2022-11-14 04:40:00,SWEEP,REV_LONG,1760.000,-1,1.110529,0.129068,-1.096962,0.672022,1,-1,1,1762.969853,1747.110333,102.463345,1758.684735,1770.000000,,,,,
2022-11-14 04:40:00,ENTRY,REV_LONG,1760.000,-1,1.110529,0.129068,-1.096962,0.672022,1,-1,1,1762.969853,1747.110333,102.463345,1758.684735,1770.000000,5.558567,1760.510,,,
2022-11-14 05:35:00,EXIT,REV_LONG,1760.000,-1,1.057256,-0.362574,-0.043687,-0.305943,1,-1,1,1762.653376,1747.661692,102.600209,1758.684735,1770.000000,5.558567,1760.510,1758.685,STOP,
2022-11-14 07:10:00,ARM,,1760.000,-1,1.204931,-0.235145,-0.428845,-0.422519,-1,1,-1,1762.233163,1748.601655,102.514000,,,,,,,
2022-11-14 07:15:00,CANCEL,,1760.000,-1,1.209578,-0.082673,-0.052505,-0.487776,-1,1,-1,1762.221919,1748.601655,102.514000,,,,,,,zone
2022-11-14 09:00:00,ARM,,1760.000,-1,1.537621,-0.662278,-0.774433,-0.953972,-1,1,-1,1762.287778,1749.638590,102.381722,,,,,,,
2022-11-14 09:05:00,BREAK,BREAK_SHORT,1760.000,-1,1.541362,-0.644451,-1.048800,-0.690932,-1,1,-1,1762.264105,1749.638590,102.381722,,,,,,,
2022-11-14 09:20:00,CANCEL,BREAK_SHORT,1760.000,-1,1.523066,0.045960,-0.788468,0.690411,-1,1,-1,1762.187836,1749.638590,102.381722,1761.523066,1750.000000,,,,,ctx
2022-11-14 14:55:00,ARM,,1770.000,1,1.870466,0.716399,0.836486,0.584674,1,1,1,1761.172129,1751.403217,102.712647,,,,,,,
2022-11-14 15:00:00,CANCEL,,1770.000,1,1.874004,0.368196,0.784073,-0.208645,1,1,1,1761.215729,1752.095247,102.781258,,,,,,,sweep
2022-11-14 17:40:00,ARM,,1770.000,-1,1.431149,-0.351699,-0.068581,-0.685829,-1,-1,-1,1762.524717,1753.510199,102.641135,,,,,,,
2022-11-14 17:45:00,CANCEL,,1770.000,-1,1.377495,-0.256504,-0.027243,-0.373321,-1,-1,-1,1762.558444,1753.510199,102.641135,,,,,,,sweep
2022-11-14 23:00:00,ARM,,1770.000,-1,0.668154,-0.758309,-0.708561,-0.854847,-1,0,-1,,1756.860934,102.627357,,,,,,,
2022-11-14 23:05:00,CANCEL,,1770.000,-1,0.666857,-0.749786,-0.493494,-0.854790,-1,0,-1,,1756.860934,102.627357,,,,,,,sweep
2022-11-15 01:25:00,ARM,,1770.000,1,1.049263,0.552769,0.539239,0.382332,1,1,1,1769.266444,1757.759240,102.738758,,,,,,,
2022-11-15 01:30:00,SWEEP,REV_SHORT,1770.000,1,1.100745,-0.387616,0.141617,-1.168665,-1,1,-1,1769.270000,1757.759240,102.738758,1771.460372,1760.000000,,,,,
2022-11-15 01:30:00,ENTRY,REV_SHORT,1770.000,1,1.100745,-0.387616,0.141617,-1.168665,-1,1,-1,1769.270000,1757.759240,102.738758,1771.460372,1760.000000,3.629757,1769.140,,,
2022-11-15 02:20:00,EXIT,REV_SHORT,1770.000,1,1.061383,0.480505,0.157749,0.305805,-1,-1,-1,1769.339024,1758.202407,102.715168,1771.460372,1760.000000,3.629757,1769.140,1771.460,STOP,
2022-11-15 03:20:00,ARM,,1770.000,-1,1.086121,-0.303834,-0.183392,-0.654813,-1,-1,-1,1769.751509,1758.691332,102.694495,,,,,,,
2022-11-15 03:25:00,CANCEL,,1770.000,-1,1.082826,0.203172,-0.074646,0.241257,-1,-1,-1,1769.779383,1758.691332,102.694495,,,,,,,zone
2022-11-15 04:20:00,ARM,,1770.000,-1,0.859731,-0.352823,-0.094017,-0.298216,-1,-1,-1,1770.016923,1759.181868,102.693956,,,,,,,
2022-11-15 04:25:00,CANCEL,,1770.000,-1,0.863322,-0.166025,-0.150470,-0.162242,-1,-1,-1,1770.023586,1759.181868,102.693956,,,,,,,sweep
2022-11-15 05:55:00,ARM,,1770.000,-1,0.774559,-0.675653,-0.022362,-0.366198,-1,-1,-1,1770.420397,1759.637873,102.699394,,,,,,,
2022-11-15 06:00:00,CANCEL,,1770.000,-1,0.791376,-0.421207,0.010943,-0.073346,-1,-1,-1,1770.424745,1760.073643,102.598617,,,,,,,zone
2022-11-15 13:40:00,ARM,,1780.000,1,2.642813,0.306492,0.257783,0.758077,1,1,1,1773.190085,1764.069984,101.857488,,,,,,,
2022-11-15 13:45:00,SWEEP,REV_SHORT,1780.000,1,2.620470,-1.043070,0.153125,-2.662281,-1,-1,-1,1773.214316,1764.069984,101.857488,1787.370235,1770.000000,,,,,
2022-11-15 13:45:00,CANCEL,REV_SHORT,1780.000,1,2.620470,-1.043070,0.153125,-2.662281,-1,-1,-1,1773.214316,1764.069984,101.857488,1787.370235,1770.000000,0.747467,,,,r
2022-11-15 14:30:00,ARM,,1770.000,-1,2.923499,-0.537028,-1.415975,-0.585319,-1,1,-1,1773.352014,1764.580181,101.522501,,,,,,,
2022-11-15 14:50:00,SWEEP,REV_LONG,1770.000,-1,2.897926,-0.112724,-0.694312,0.543223,1,-1,1,1773.296353,1764.580181,101.522501,1766.721037,1780.000000,,,,,
2022-11-15 14:50:00,ENTRY,REV_LONG,1770.000,-1,2.897926,-0.112724,-0.694312,0.543223,1,-1,1,1773.296353,1764.580181,101.522501,1766.721037,1780.000000,2.816931,1770.250,,,
2022-11-15 18:35:00,EXIT,REV_LONG,1770.000,-1,2.753716,1.734625,1.318775,1.514955,1,1,1,1772.942726,1765.600348,102.009472,1766.721037,1780.000000,2.816931,1770.250,1780.000,TARGET,
2022-11-15 23:15:00,ARM,,1780.000,1,1.136542,0.542582,0.279394,0.640116,1,0,1,,1767.476990,102.279394,,,,,,,
2022-11-15 23:20:00,CANCEL,,1780.000,1,1.143218,0.297406,0.159082,0.363457,1,0,1,,1767.476990,102.279394,,,,,,,sweep
2022-11-16 08:55:00,ARM,,1780.000,1,1.435264,0.564356,0.490758,0.746978,1,1,1,1775.297431,1769.763680,101.894537,,,,,,,
2022-11-16 09:00:00,CANCEL,,1780.000,1,1.420959,0.344837,0.282386,-0.100195,1,1,1,1775.333499,1770.129810,101.915411,,,,,,,sweep
2022-11-16 12:50:00,ARM,,1780.000,-1,1.357850,-0.450467,-0.716452,-0.540988,-1,-1,-1,1777.193942,1771.566275,101.811223,,,,,,,
2022-11-16 12:55:00,SWEEP,REV_LONG,1780.000,-1,1.404433,0.196995,-0.550863,0.628020,1,1,1,1777.213978,1771.566275,101.811223,1778.127784,1790.000000,,,,,
2022-11-16 12:55:00,ENTRY,REV_LONG,1780.000,-1,1.404433,0.196995,-0.550863,0.628020,1,1,1,1777.213978,1771.566275,101.811223,1778.127784,1790.000000,3.345270,1781.040,,,
2022-11-16 13:15:00,EXIT,REV_LONG,1780.000,-1,1.404168,-0.386943,-0.772997,-0.300643,1,1,1,1777.257083,1771.925637,101.762320,1778.127784,1790.000000,3.345270,1781.040,1778.128,STOP,
2022-11-16 15:35:00,ARM,,1780.000,1,1.956065,0.710610,0.529811,0.657350,1,1,1,1777.207858,1772.321740,102.073608,,,,,,,
2022-11-16 15:40:00,CANCEL,,1780.000,1,1.944917,0.471314,0.592217,0.490539,1,1,1,1777.211269,1772.321740,102.073608,,,,,,,zone
2022-11-17 01:45:00,ARM,,1770.000,-1,0.843870,-1.066515,-0.954417,-0.917225,1,1,-1,1773.430490,1772.960076,102.052195,,,,,,,
2022-11-17 01:50:00,BREAK,BREAK_SHORT,1770.000,-1,0.875022,-1.165685,-1.171167,-1.174757,1,1,-1,1773.329905,1772.960076,102.052195,,,,,,,
2022-11-17 02:05:00,ENTRY,BREAK_SHORT,1770.000,-1,0.876178,-0.570660,-1.910931,0.595025,1,1,-1,1773.004474,1772.832229,102.144014,1770.876178,1760.000000,2.781469,1768.170,,,
2022-11-17 06:05:00,EXIT,BREAK_SHORT,1770.000,-1,0.815754,0.355499,0.622821,0.498454,1,1,-1,1768.087287,1771.533069,102.108639,1770.876178,1760.000000,2.781469,1768.170,1764.260,TIME,
2022-11-17 08:20:00,ARM,,1770.000,1,1.347663,0.662876,0.781846,0.363125,-1,1,1,1767.750664,1771.216470,101.955361,,,,,,,
2022-11-17 08:25:00,CANCEL,,1770.000,1,1.312116,0.350579,0.723824,0.077297,-1,1,1,1767.765044,1771.216470,101.955361,,,,,,,sweep
2022-11-17 13:40:00,ARM,,1760.000,-1,2.324546,-0.375701,-0.335301,-0.874919,1,1,1,1766.527250,1770.065591,102.625797,,,,,,,
2022-11-17 13:45:00,BREAK,BREAK_SHORT,1760.000,-1,2.441364,-0.551604,-0.543919,-1.005008,1,1,1,1766.482341,1770.065591,102.625797,,,,,,,
2022-11-17 14:00:00,CANCEL,BREAK_SHORT,1760.000,-1,2.358815,-0.243060,-0.447916,0.308544,1,1,1,1766.328241,1769.533607,102.822341,1762.358815,1750.000000,0.904634,,,,r
2022-11-17 18:50:00,ARM,,1760.000,-1,1.092876,-0.530710,-0.071319,-0.995542,1,1,1,1764.623919,1768.048599,102.437478,,,,,,,
2022-11-17 18:55:00,CANCEL,,1760.000,-1,1.086956,-0.338867,0.175284,-0.741099,1,1,1,1764.607292,1768.048599,102.437478,,,,,,,sweep
2022-11-17 20:10:00,ARM,,1760.000,-1,0.941859,-0.233581,-0.407638,-0.416922,1,1,1,1764.387484,1767.487715,102.326851,,,,,,,
2022-11-17 20:30:00,CANCEL,,1760.000,-1,0.844270,-0.023689,-0.584688,0.107110,1,1,1,1764.318938,1767.487715,102.326851,,,,,,,nsweep
2022-11-17 21:45:00,ARM,,1760.000,-1,0.572582,-0.206666,-0.272248,-0.497833,1,1,-1,1764.122518,1767.229373,102.278833,,,,,,,
2022-11-17 21:50:00,CANCEL,,1760.000,-1,0.551683,-0.181263,-0.018314,-0.192037,1,1,-1,1764.109503,1767.229373,102.278833,,,,,,,zone
